u,v,weight
108,109,51
696,697,51
806,807,51
655,656,50
577,578,51
788,789,51
49,50,51
637,638,51
747,748,51
109,110,51
729,730,51
839,840,50
688,689,51
201,202,51
50,51,49
821,822,51
82,83,51
670,671,51
780,781,51
142,143,51
762,763,44
23,24,51
721,722,51
234,235,51
83,84,51
854,855,51
115,116,51
703,704,51
813,814,51
326,327,49
662,663,50
175,176,51
24,25,51
795,796,48
56,57,48
644,645,51
754,755,51
267,268,51
965,966,51
116,117,51
736,737,49
359,360,51
695,696,51
208,209,51
906,907,51
57,58,51
167,168,50
828,829,51
89,90,51
787,788,51
300,301,49
998,999,51
636,637,51
149,150,51
30,31,50
728,729,51
241,242,51
939,940,51
90,91,51
200,201,51
333,334,44
669,670,51
182,183,51
880,881,51
31,32,51
141,142,51
761,762,51
274,275,50
972,973,51
485,486,49
123,124,51
215,216,44
913,914,51
426,427,49
64,65,47
174,175,50
307,308,49
518,519,50
156,157,50
5,6,51
610,611,46
248,249,51
946,947,49
459,460,51
97,98,51
418,419,51
340,341,51
551,552,47
189,190,51
887,888,51
400,401,50
148,149,50
510,511,50
281,282,51
979,980,51
492,493,51
451,452,51
584,585,48
222,223,51
920,921,51
433,434,51
543,544,51
392,393,51
314,315,51
525,526,51
861,862,51
374,375,48
122,123,51
484,485,29
953,954,51
466,467,51
576,577,50
425,426,48
558,559,51
407,408,51
517,518,50
366,367,51
499,500,49
348,349,46
458,459,51
802,803,51
440,441,50
550,551,51
63,64,29
399,400,51
532,533,51
381,382,50
491,492,51
4,5,51
702,703,51
473,474,48
794,795,48
432,433,51
643,644,50
565,566,50
776,777,49
524,525,51
37,38,51
735,736,51
373,374,38
506,507,51
827,828,51
465,466,51
676,677,50
809,810,51
919,920,50
70,71,51
768,769,50
406,407,50
617,618,51
130,131,51
750,751,51
498,499,51
860,861,51
11,12,51
709,710,51
952,953,48
801,802,51
650,651,51
163,164,51
783,784,51
893,894,51
44,45,51
742,743,51
255,256,33
591,592,50
724,725,50
834,835,51
683,684,51
196,197,51
894,895,51
155,156,51
926,927,51
775,776,49
288,289,42
986,987,51
624,625,51
137,138,51
247,248,49
835,836,50
96,97,51
757,758,51
867,868,50
18,19,51
716,717,51
229,230,51
927,928,51
188,189,51
808,809,51
657,658,51
170,171,51
280,281,51
868,869,47
129,130,51
900,901,51
749,750,51
262,263,51
960,961,49
598,599,51
111,112,51
221,222,51
841,842,47
690,691,51
203,204,51
901,902,51
162,163,51
782,783,51
295,296,51
144,145,51
254,255,22
842,843,51
103,104,51
874,875,51
236,237,51
934,935,51
85,86,50
195,196,51
815,816,46
539,540,51
177,178,51
875,876,51
136,137,51
347,348,51
269,270,51
967,968,51
118,119,51
228,229,51
816,817,51
439,440,50
77,78,50
210,211,51
908,909,51
531,532,51
169,170,51
380,381,50
513,514,48
151,152,51
849,850,29
472,473,51
110,111,51
321,322,50
243,244,51
941,942,46
564,565,50
202,203,51
790,791,50
413,414,51
51,52,51
656,657,51
882,883,48
505,506,51
143,144,51
354,355,51
974,975,51
487,488,49
235,236,51
597,598,51
446,447,50
538,539,51
387,388,48
520,521,51
630,631,51
479,480,48
328,329,47
461,462,51
571,572,51
420,421,51
631,632,48
512,513,49
25,26,51
723,724,50
361,362,51
572,573,51
494,495,51
604,605,49
453,454,51
664,665,51
302,303,51
435,436,51
545,546,51
756,757,51
394,395,51
17,18,51
605,606,51
848,849,51
486,487,51
697,698,51
335,336,51
546,547,51
940,941,38
578,579,51
789,790,51
427,428,51
638,639,49
881,882,48
519,520,51
730,731,50
579,580,51
973,974,51
611,612,46
822,823,44
671,672,29
914,915,51
552,553,51
763,764,50
612,613,51
823,824,51
84,85,49
855,856,51
704,705,51
217,218,51
915,916,50
553,554,51
176,177,51
947,948,50
796,797,51
645,646,51
856,857,51
117,118,51
888,889,51
737,738,50
250,251,29
948,949,51
586,587,50
209,210,51
797,798,43
980,981,51
58,59,50
829,830,51
678,679,51
191,192,51
301,302,51
527,528,51
889,890,50
150,151,51
921,922,51
770,771,51
393,394,51
981,982,49
619,620,51
242,243,51
830,831,51
91,92,51
862,863,51
711,712,51
224,225,50
334,335,48
922,923,51
183,184,51
771,772,51
954,955,48
32,33,51
803,804,51
165,166,50
275,276,51
863,864,51
124,125,48
895,896,51
744,745,51
367,368,51
955,956,51
216,217,47
804,805,51
987,988,51
65,66,49
836,837,48
276,277,51
198,199,51
308,309,50
896,897,51
157,158,51
745,746,50
928,929,51
368,369,50
6,7,34
988,989,50
139,140,51
249,250,51
837,838,48
460,461,51
98,99,50
309,310,51
341,342,51
929,930,51
190,191,51
778,779,51
401,402,50
39,40,51
172,173,51
282,283,51
870,871,51
493,494,51
131,132,48
342,343,51
962,963,22
585,586,49
223,224,51
811,812,51
434,435,51
72,73,51
283,284,34
677,678,51
315,316,51
903,904,51
526,527,51
164,165,50
375,376,51
769,770,51
995,996,51
618,619,51
256,257,51
467,468,49
316,317,51
710,711,50
559,560,50
197,198,49
408,409,51
257,258,51
651,652,51
289,290,51
500,501,51
349,350,48
743,744,49
560,561,51
592,593,50
441,442,51
652,653,50
290,291,50
684,685,51
501,502,51
533,534,51
382,383,50
593,594,51
231,232,51
625,626,51
474,475,51
685,686,51
323,324,51
717,718,51
534,535,51
566,567,48
777,778,51
415,416,51
38,39,51
626,627,50
264,265,50
658,659,50
869,870,49
507,508,51
718,719,51
356,357,51
567,568,50
961,962,22
599,600,51
810,811,51
448,449,51
71,72,51
659,660,50
691,692,51
508,509,51
902,903,51
540,541,51
751,752,51
12,13,47
600,601,51
632,633,51
843,844,51
481,482,50
104,105,51
692,693,51
541,542,51
935,936,51
573,574,51
13,14,39
784,785,51
45,46,51
633,634,51
665,666,51
482,483,51
844,845,51
105,106,51
876,877,48
725,726,51
936,937,51
574,575,51
968,969,51
785,786,51
46,47,51
817,818,44
78,79,48
666,667,51
877,878,50
515,516,51
138,139,51
909,910,51
758,759,50
19,20,50
607,608,51
969,970,51
230,231,51
818,819,50
456,457,51
79,80,51
850,851,29
699,700,51
322,323,51
910,911,39
548,549,51
171,172,51
759,760,51
942,943,51
20,21,51
791,792,51
414,415,51
52,53,51
640,641,50
263,264,48
851,852,50
112,113,51
883,884,51
732,733,51
355,356,51
943,944,51
204,205,51
792,793,51
975,976,50
53,54,51
824,825,51
447,448,51
673,674,51
296,297,34
884,885,51
145,146,51
916,917,22
765,766,51
388,389,50
26,27,50
976,977,50
237,238,50
825,826,50
86,87,49
857,858,51
480,481,47
297,298,41
329,330,51
917,918,22
178,179,51
766,767,34
949,950,51
389,390,50
27,28,51
421,422,51
238,239,51
270,271,51
858,859,51
119,120,51
330,331,34
362,363,51
950,951,51
211,212,51
799,800,51
422,423,51
60,61,50
454,455,50
271,272,51
303,304,51
891,892,51
514,515,48
152,153,51
740,741,51
363,364,51
1,2,51
395,396,51
212,213,51
983,984,51
606,607,51
244,245,51
832,833,51
455,456,51
93,94,51
304,305,51
698,699,51
336,337,48
924,925,46
547,548,51
185,186,51
396,397,51
428,429,51
245,246,51
639,640,50
277,278,51
488,489,51
126,127,50
337,338,51
731,732,51
369,370,51
186,187,51
957,958,51
580,581,51
218,219,51
429,430,51
278,279,51
672,673,30
310,311,51
521,522,50
370,371,51
764,765,51
402,403,51
219,220,50
581,582,48
613,614,51
462,463,51
311,312,48
705,706,51
522,523,47
554,555,49
403,404,51
614,615,51
252,253,50
646,647,51
495,496,51
706,707,51
344,345,51
738,739,51
555,556,49
193,194,50
587,588,51
798,799,48
436,437,51
59,60,51
647,648,30
285,286,51
679,680,51
496,497,51
890,891,51
528,529,51
739,740,51
377,378,51
588,589,51
982,983,50
620,621,51
831,832,51
469,470,51
92,93,51
680,681,51
712,713,51
529,530,51
923,924,51
561,562,51
184,185,51
772,773,51
410,411,50
33,34,51
621,622,51
653,654,51
470,471,49
864,865,51
502,503,51
125,126,51
713,714,51
562,563,49
956,957,49
594,595,51
34,35,51
805,806,51
66,67,51
654,655,50
686,687,51
503,504,50
897,898,51
158,159,51
746,747,51
7,8,47
595,596,51
252,401,1
1,30,1
0,425,11
55,870,1
440,918,1
43,882,3
154,439,3
13,329,4
0,335,2
611,851,5
248,933,2
565,963,1
1,655,1
350,911,3
993,994,29
133,629,2
301,837,2
217,424,4
14,328,4
994,995,44
42,934,2
155,438,3
318,673,20
284,796,3
941,995,4
55,883,3
630,962,3
255,289,7
426,777,2
585,643,2
942,994,5
427,776,2
56,962,1
586,642,2
8,795,2
56,917,10
438,838,1
0,612,4
251,327,1
424,566,1
256,288,5
297,841,1
82,850,1
319,672,1
298,962,6
136,424,2
56,767,16
285,917,3
136,933,6
319,438,4
284,425,12
0,768,1
135,918,5
297,332,3
850,995,1
768,917,13
252,672,4
0,285,10
297,963,3
319,850,14
251,851,2
1,911,3
933,963,4
672,851,10
912,962,6
911,918,4
1,424,2
424,963,14
918,933,14
1,55,13
934,962,8
0,1,10
256,648,1
78,724,1
425,795,1
77,725,1
480,649,1
216,963,1
285,763,1
136,274,1
251,612,1
135,934,1
0,252,1
82,962,1
255,649,1
326,523,1
81,926,1
318,851,1
55,934,1
850,946,1
441,933,1
512,639,1
331,768,1
482,485,1
247,918,1
255,425,1
439,850,1
481,648,1
319,522,1
332,818,1
300,524,1
912,917,1
511,640,1
1,349,1
481,486,1
1,672,1
256,334,1
31,945,1
132,912,1
298,840,1
275,933,1
425,737,1
42,289,1
799,911,1
0,649,1
523,961,1
629,912,1
168,349,1
252,485,1
424,918,1
481,555,1
66,255,1
524,837,1
82,318,1
662,868,1
285,576,1
838,960,1
663,867,1
523,838,1
1,167,1
55,382,1
37,374,1
0,294,1
293,577,1
332,767,1
298,381,1
82,438,1
36,375,1
102,567,1
480,556,1
327,374,1
102,869,1
297,425,1
65,438,1
86,659,1
1,798,1
798,963,1
8,334,1
648,768,1
486,672,1
471,934,1
101,568,1
673,925,1
101,934,1
64,439,1
7,738,1
375,850,1
216,332,1
85,660,1
56,81,1
7,335,1
56,331,1
555,948,1
556,947,1
383,851,1
331,819,1
251,384,1
165,918,1
135,166,1
319,326,1
81,912,1
472,962,1
55,298,1
