u,v,weight
989,990,51
444,445,51
838,839,51
67,68,51
687,688,51
719,720,51
536,537,51
159,160,51
930,931,51
8,9,51
779,780,51
40,41,51
990,991,51
477,478,51
871,872,51
720,721,51
931,932,51
569,570,51
192,193,51
963,964,51
872,873,51
904,905,51
133,134,51
753,754,51
376,377,51
14,15,51
964,965,51
225,226,51
74,75,51
845,846,51
468,469,51
106,107,51
694,695,51
905,906,51
937,938,51
15,16,51
786,787,51
409,410,51
226,227,51
997,998,51
47,48,51
258,259,51
846,847,51
107,108,51
350,351,51
199,200,51
48,49,51
442,443,51
259,260,51
291,292,51
140,141,51
351,352,51
971,972,51
232,233,51
820,821,51
443,444,51
475,476,51
43,882,3
324,325,51
912,913,51
535,536,51
173,174,51
22,23,51
416,417,51
233,234,51
627,628,51
265,266,51
853,854,51
476,477,51
114,115,51
357,358,51
568,569,51
206,207,51
449,450,51
266,267,51
660,661,51
298,299,51
996,997,51
886,887,51
509,510,51
147,148,51
390,391,51
978,979,51
207,208,51
601,602,51
239,240,51
450,451,51
693,694,51
542,543,51
391,392,51
602,603,51
634,635,51
970,971,51
483,484,51
332,333,51
364,365,51
181,182,51
635,636,51
516,517,51
284,796,3
365,366,51
154,439,3
214,215,51
608,609,51
819,820,51
457,458,51
13,329,4
549,550,51
398,399,51
21,22,51
609,610,51
852,853,51
490,491,51
113,114,51
701,702,51
339,340,51
205,206,51
793,794,51
752,753,51
674,675,51
885,886,51
146,147,51
734,735,51
583,584,51
615,616,51
675,676,51
918,919,51
179,180,51
28,29,51
616,617,51
726,727,51
859,860,51
88,89,51
120,121,51
708,709,51
557,558,51
180,181,51
7,738,1
800,801,51
61,62,51
272,273,51
121,122,51
892,893,51
741,742,51
2,3,51
700,701,51
590,591,51
213,214,51
62,63,51
833,834,51
94,95,51
682,683,51
305,306,51
397,398,51
985,986,51
95,96,51
127,128,51
715,716,51
338,339,51
187,188,51
807,808,51
430,431,51
68,69,51
279,280,51
977,978,51
128,129,51
899,900,51
160,161,51
371,372,51
220,221,51
69,70,51
161,162,51
10,11,51
404,405,51
992,993,51
253,254,51
951,952,51
464,465,51
313,314,51
556,557,51
194,195,51
405,406,51
43,44,51
286,287,51
984,985,51
497,498,51
346,347,51
966,967,51
589,590,51
227,228,51
319,320,51
907,908,51
530,531,51
168,169,51
489,490,51
622,623,51
260,261,51
958,959,51
320,321,51
352,353,51
563,564,51
412,413,51
611,851,5
261,262,51
991,992,51
504,505,51
463,464,51
385,386,51
445,446,51
294,295,51
537,538,51
748,749,51
9,10,51
478,479,51
689,690,51
781,782,51
419,420,51
268,269,51
873,874,51
722,723,51
603,604,51
814,815,51
452,453,51
663,664,51
773,774,51
31,945,1
544,545,51
865,866,51
755,756,51
16,17,51
714,715,51
847,848,51
108,109,51
696,697,51
806,807,51
577,578,51
788,789,51
49,50,51
637,638,51
747,748,51
109,110,51
248,933,2
729,730,51
688,689,51
201,202,51
821,822,51
82,83,51
670,671,51
780,781,51
142,143,51
565,963,1
298,381,1
23,24,51
721,722,51
234,235,51
854,855,51
83,84,51
115,116,51
703,704,51
813,814,51
175,176,51
24,25,51
482,485,1
644,645,51
754,755,51
267,268,51
965,966,51
116,117,51
359,360,51
695,696,51
208,209,51
906,907,51
57,58,51
828,829,51
89,90,51
787,788,51
998,999,51
636,637,51
149,150,51
728,729,51
241,242,51
939,940,51
90,91,51
200,201,51
669,670,51
182,183,51
880,881,51
141,142,51
31,32,51
761,762,51
972,973,51
123,124,51
630,962,3
55,883,3
913,914,51
5,6,51
248,249,51
459,460,51
97,98,51
418,419,51
340,341,51
189,190,51
887,888,51
426,777,2
281,282,51
979,980,51
492,493,51
451,452,51
222,223,51
920,921,51
433,434,51
543,544,51
392,393,51
314,315,51
525,526,51
861,862,51
122,123,51
953,954,51
466,467,51
558,559,51
407,408,51
366,367,51
