pan,genome id,genome size,path_id,length
simulated,7,200,0,6
simulated,7,200,1,11
simulated,7,200,2,6
simulated,7,200,3,33
simulated,7,200,4,8
simulated,7,200,5,3
simulated,7,200,6,2
simulated,7,200,7,3
simulated,7,200,8,6
simulated,7,200,9,8
simulated,7,200,10,14
simulated,7,200,11,4
simulated,7,200,12,11
simulated,7,200,13,13
simulated,7,200,14,2
simulated,7,200,15,3
simulated,7,200,16,6
simulated,7,200,17,6
simulated,7,200,18,3
simulated,7,200,19,2
simulated,7,200,20,4
simulated,7,200,21,13
simulated,7,200,22,6
simulated,7,200,23,3
simulated,7,200,24,8
simulated,7,200,25,2
simulated,7,200,26,5
simulated,7,200,27,6
simulated,7,200,28,3
simulated,8,200,0,6
simulated,8,200,1,2
simulated,8,200,2,6
simulated,8,200,3,33
simulated,8,200,4,8
simulated,8,200,5,3
simulated,8,200,6,2
simulated,8,200,7,3
simulated,8,200,8,9
simulated,8,200,9,8
simulated,8,200,10,2
simulated,8,200,11,4
simulated,8,200,12,11
simulated,8,200,13,13
simulated,8,200,14,2
simulated,8,200,15,3
simulated,8,200,16,6
simulated,8,200,17,6
simulated,8,200,18,3
simulated,8,200,19,2
simulated,8,200,20,4
simulated,8,200,21,13
simulated,8,200,22,6
simulated,8,200,23,3
simulated,8,200,24,8
simulated,8,200,25,2
simulated,8,200,26,5
simulated,8,200,27,6
simulated,8,200,28,12
simulated,8,200,29,9
simulated,9,200,0,7
simulated,9,200,1,7
simulated,9,200,2,3
simulated,9,200,3,4
simulated,9,200,4,14
simulated,9,200,5,3
simulated,9,200,6,10
simulated,9,200,7,3
simulated,9,200,8,13
simulated,9,200,9,3
simulated,9,200,10,2
simulated,9,200,11,8
simulated,9,200,12,7
simulated,9,200,13,7
simulated,9,200,14,14
simulated,9,200,15,8
simulated,9,200,16,6
simulated,9,200,17,4
simulated,9,200,18,3
simulated,9,200,19,2
simulated,9,200,20,4
simulated,9,200,21,4
simulated,9,200,22,19
simulated,9,200,23,3
simulated,9,200,24,9
simulated,9,200,25,12
simulated,9,200,26,2
simulated,9,200,27,2
simulated,9,200,28,17
simulated,10,200,0,7
simulated,10,200,1,7
simulated,10,200,2,3
simulated,10,200,3,4
simulated,10,200,4,14
simulated,10,200,5,3
simulated,10,200,6,10
simulated,10,200,7,3
simulated,10,200,8,13
simulated,10,200,9,3
simulated,10,200,10,2
simulated,10,200,11,8
simulated,10,200,12,7
simulated,10,200,13,7
simulated,10,200,14,14
simulated,10,200,15,8
simulated,10,200,16,6
simulated,10,200,17,4
simulated,10,200,18,3
simulated,10,200,19,2
simulated,10,200,20,4
simulated,10,200,21,21
simulated,10,200,22,19
simulated,10,200,23,3
simulated,10,200,24,9
simulated,10,200,25,12
simulated,10,200,26,2
simulated,10,200,27,2
simulated,11,200,0,6
simulated,11,200,1,11
simulated,11,200,2,6
simulated,11,200,3,9
simulated,11,200,4,8
simulated,11,200,5,3
simulated,11,200,6,2
simulated,11,200,7,3
