pan,genome id,genome size,path_id,length
MST,1,20,0,20
MST,2,15,0,15
MST,3,31,0,31
MST,4,59,0,59
MST,5,57,0,57
MST,6,57,0,57
MST,7,56,0,54
MST,7,56,1,2
MST,8,25,0,20
MST,8,25,1,3
MST,8,25,2,2
MST,9,81,0,23
MST,9,81,1,2
MST,9,81,2,2
MST,9,81,3,7
MST,9,81,4,4
MST,9,81,5,8
MST,9,81,6,3
MST,9,81,7,4
MST,9,81,8,3
MST,9,81,9,6
MST,9,81,10,3
MST,9,81,11,6
MST,9,81,12,2
MST,9,81,13,4
MST,9,81,14,2
MST,9,81,15,2
MST,10,123,0,10
MST,10,123,1,2
MST,10,123,2,2
MST,10,123,3,2
MST,10,123,4,2
MST,10,123,5,3
MST,10,123,6,3
MST,10,123,7,3
MST,10,123,8,2
MST,10,123,9,3
MST,10,123,10,2
MST,10,123,11,4
MST,10,123,12,8
MST,10,123,13,2
MST,10,123,14,2
MST,10,123,15,6
MST,10,123,16,3
MST,10,123,17,3
MST,10,123,18,2
MST,10,123,19,2
MST,10,123,20,3
MST,10,123,21,4
MST,10,123,22,3
MST,10,123,23,5
MST,10,123,24,6
MST,10,123,25,6
MST,10,123,26,2
MST,10,123,27,2
MST,10,123,28,6
MST,10,123,29,2
MST,10,123,30,4
MST,10,123,31,2
MST,10,123,32,5
MST,10,123,33,2
MST,10,123,34,5
MST,11,129,0,8
MST,11,129,1,2
MST,11,129,2,2
MST,11,129,3,2
MST,11,129,4,3
MST,11,129,5,7
MST,11,129,6,3
MST,11,129,7,3
MST,11,129,8,7
MST,11,129,9,3
MST,11,129,10,2
MST,11,129,11,3
MST,11,129,12,2
MST,11,129,13,2
MST,11,129,14,2
MST,11,129,15,6
MST,11,129,16,3
MST,11,129,17,2
MST,11,129,18,7
MST,11,129,19,3
MST,11,129,20,5
MST,11,129,21,6
MST,11,129,22,2
MST,11,129,23,6
MST,11,129,24,6
MST,11,129,25,5
MST,11,129,26,5
MST,11,129,27,3
MST,11,129,28,13
MST,11,129,29,6
MST,12,132,0,14
MST,12,132,1,2
MST,12,132,2,2
MST,12,132,3,2
MST,12,132,4,8
MST,12,132,5,4
MST,12,132,6,3
MST,12,132,7,7
MST,12,132,8,3
MST,12,132,9,2
MST,12,132,10,2
MST,12,132,11,2
MST,12,132,12,9
MST,12,132,13,6
MST,12,132,14,3
MST,12,132,15,5
MST,12,132,16,3
MST,12,132,17,6
MST,12,132,18,6
MST,12,132,19,2
MST,12,132,20,6
MST,12,132,21,7
MST,12,132,22,6
MST,12,132,23,2
MST,12,132,24,13
MST,12,132,25,4
MST,12,132,26,3
MST,13,187,0,2
MST,13,187,1,8
MST,13,187,2,4
MST,13,187,3,3
MST,13,187,4,7
MST,13,187,5,6
MST,13,187,6,2
MST,13,187,7,2
MST,13,187,8,2
MST,13,187,9,9
MST,13,187,10,6
MST,13,187,11,4
MST,13,187,12,5
MST,13,187,13,6
MST,13,187,14,6
MST,13,187,15,2
MST,13,187,16,2
MST,13,187,17,6
MST,13,187,18,2
MST,13,187,19,6
MST,13,187,20,2
MST,13,187,21,4
MST,13,187,22,10
MST,13,187,23,8
MST,13,187,24,2
MST,13,187,25,3
MST,13,187,26,2
MST,13,187,27,7
MST,13,187,28,2
MST,13,187,29,3
MST,13,187,30,9
MST,13,187,31,3
MST,13,187,32,4
MST,13,187,33,13
MST,13,187,34,4
MST,13,187,35,21
MST,14,194,0,21
MST,14,194,1,6
MST,14,194,2,10
MST,14,194,3,8
MST,14,194,4,19
MST,14,194,5,48
MST,14,194,6,4
MST,14,194,7,6
MST,14,194,8,8
MST,14,194,9,10
MST,14,194,10,2
MST,14,194,11,3
MST,14,194,12,2
MST,14,194,13,7
MST,14,194,14,11
MST,14,194,15,3
MST,14,194,16,3
MST,14,194,17,14
MST,14,194,18,2
MST,14,194,19,7
MST,15,197,0,24
MST,15,197,1,10
MST,15,197,2,10
MST,15,197,3,19
MST,15,197,4,60
MST,15,197,5,6
MST,15,197,6,10
MST,15,197,7,2
MST,15,197,8,3
MST,15,197,9,2
MST,15,197,10,11
MST,15,197,11,3
MST,15,197,12,3
MST,15,197,13,14
MST,15,197,14,2
MST,15,197,15,7
MST,15,197,16,11
MST,16,198,0,3
MST,16,198,1,10
MST,16,198,2,41
MST,16,198,3,19
MST,16,198,4,28
MST,16,198,5,20
MST,16,198,6,10
MST,16,198,7,15
MST,16,198,8,2
MST,16,198,9,3
MST,16,198,10,2
MST,16,198,11,8
MST,16,198,12,3
MST,16,198,13,3
MST,16,198,14,2
MST,16,198,15,7
MST,16,198,16,11
MST,16,198,17,11
