gene size,replicate,genomes gt,genomes inf,runtime_phases_1-3,runtime_phase_4,total_runtime,alpha,gamma
350,4,66,11,0.8208442369978002,2.424897442000656,3.2457416789984563,0.25,1.0
350,4,32,15,1.5197640240003238,1.4526815290009836,2.9724455530013074,0.5,1.0
350,4,37,1,0.06634565300191753,1.6357328519989096,1.7020785050008271,1.0,1.0
350,4,28,7,0.41388908899898524,2.3801011249997828,2.793990213998768,1.0,0.5
350,4,54,4,0.37461890100166784,37.49174616699747,37.86636506799914,1.0,0.25
350,5,50,7,0.5781431839968718,3.502343899999687,4.080487083996559,0.25,1.0
350,5,30,7,0.779943886998808,1.8430435660011426,2.6229874529999506,0.5,1.0
350,5,58,5,0.44294341199929477,6.2163744190002035,6.659317830999498,1.0,1.0
350,5,39,3,0.19396629300172208,3.1969671409970033,3.3909334339987254,1.0,0.5
350,5,67,1,0.10818174499945599,1.9044768519997888,2.0126585969992448,1.0,0.25
400,1,22,3,0.17239408399836975,4.39164499600156,4.5640390799999295,0.25,1.0
400,1,55,20,2.283574770000996,3.4218211750012415,5.705395945002238,0.5,1.0
400,1,12,4,0.31829052299872274,1.5637375750011415,1.8820280979998643,1.0,1.0
400,1,54,5,0.3809372679970693,6.017001379001158,6.397938646998227,1.0,0.5
400,1,47,8,0.7179838550000568,6.121602454997628,6.839586309997685,1.0,0.25
400,2,6,7,0.6344440319990099,0.4606173870015482,1.095061419000558,0.25,1.0
400,2,14,11,2.367323208000016,1.068553034998331,3.435876242998347,0.5,1.0
400,2,49,8,0.7734155040016049,8.654930941000202,9.428346445001807,1.0,1.0
400,2,18,1,0.07016242299869191,1.6607784620027815,1.7309408850014734,1.0,0.5
400,2,22,1,0.06347722700229497,1.6232360309986689,1.6867132580009638,1.0,0.25
400,3,42,39,21.565278046000458,8.130512018000445,29.695790064000903,0.25,1.0
400,3,35,10,2.066317163000349,5.961737756999355,8.028054919999704,0.5,1.0
400,3,37,2,0.12815918300111662,2.1316022589999193,2.259761442001036,1.0,1.0
400,3,52,3,0.2113173170000664,9.963992325003346,10.175309642003413,1.0,0.5
400,3,26,2,0.13003822400060017,3.5982857090020843,3.7283239330026845,1.0,0.25
400,4,13,2,0.1250663339997118,1.1065543400000024,1.2316206739997142,0.25,1.0
400,4,2,3,0.21386849200280267,0.1093790609993448,0.32324755300214747,0.5,1.0
400,4,42,1,0.07103671100048814,2.695158120000997,2.766194831001485,1.0,1.0
400,4,35,1,0.07744485600051121,5.70352572900083,5.7809705850013415,1.0,0.5
400,4,7,1,0.064942641001835,0.8173611419988447,0.8823037830006797,1.0,0.25
400,5,66,2,0.14527137800178025,12.586446068999066,12.731717447000847,0.25,1.0
400,5,25,3,0.2711047310003778,2.562163259000954,2.833267990001332,0.5,1.0
400,5,42,6,0.7063786309990974,10.113849926001421,10.820228557000519,1.0,1.0
400,5,27,3,0.1880094329972053,15.045997155000805,15.23400658799801,1.0,0.5
400,5,18,5,0.6401036809984362,1.8089000079999096,2.4490036889983458,1.0,0.25
450,1,54,1,0.162406622999697,10.02878012900328,10.191186752002977,0.25,1.0
450,1,69,14,5.523625275000086,50.52280548399722,56.0464307589973,0.5,1.0
450,1,38,4,0.5230954350008687,11.846237488000043,12.369332923000911,1.0,1.0
450,1,51,16,7.777904824000871,20.04641596700094,27.82432079100181,1.0,0.5
450,1,43,6,0.44811739299984765,6.662030576997495,7.110147969997342,1.0,0.25
450,2,49,11,1.4640897060016869,10.99761842999942,12.461708136001107,0.25,1.0
450,2,63,11,1.6857283919998736,2.97216546799973,4.657893859999604,0.5,1.0
450,2,25,1,0.1486852500020177,1.5184988149994751,1.6671840650014929,1.0,1.0
450,2,55,8,0.749909663998551,3.3372974080011772,4.087207071999728,1.0,0.5
450,2,27,2,0.1757462999994459,4.883647268998175,5.059393568997621,1.0,0.25
450,3,4,4,0.4198650370017276,0.1512409069982823,0.5711059440000099,0.25,1.0
450,3,65,4,0.29887914400023874,2.633748165997531,2.9326273099977698,0.5,1.0
450,3,42,5,0.7643259620017488,96.75916330700056,97.52348926900231,1.0,1.0
450,3,52,10,1.0207550820014148,4.492451504000201,5.5132065860016155,1.0,0.5
450,3,33,5,0.7145182909989671,40.317273521999596,41.03179181299856,1.0,0.25
450,4,63,1,0.10219934600172564,20.271886457998335,20.37408580400006,0.25,1.0
450,4,64,1,0.09756491200096207,7.56636767999953,7.663932592000492,0.5,1.0
450,4,44,10,2.4000663469996653,8.40041367700178,10.800480024001445,1.0,1.0
450,4,52,7,0.8693251879994932,46.64109263299906,47.510417820998555,1.0,0.5
450,4,28,2,0.16001197600053274,2.2994406889993115,2.4594526649998443,1.0,0.25
450,5,32,6,0.6022036499998649,2.5771705150000344,3.179374164999899,0.25,1.0
450,5,16,6,0.6771777009998914,3.7656799130018044,4.442857614001696,0.5,1.0
450,5,43,17,4.020844629998464,3.26269824100018,7.2835428709986445,1.0,1.0
450,5,45,5,0.395655689000705,8.595793746997515,8.99144943599822,1.0,0.5
450,5,56,1,0.09949689100176329,9.444434601999092,9.543931493000855,1.0,0.25
500,1,14,1,0.09840997600258561,2.4681447229995683,2.566554699002154,0.25,1.0
500,1,12,5,0.8512430969967681,1.5962269700030447,2.447470066999813,0.5,1.0
500,1,17,9,2.1071496670010674,6.7728064129987615,8.879956079999829,1.0,1.0
500,1,59,1,0.14849205000064103,4.969553699000244,5.118045749000885,1.0,0.5
500,1,35,3,0.31465712799763423,9.238599341999361,9.553256469996995,1.0,0.25
500,2,23,7,1.0701607429982687,3.583054982998874,4.653215725997143,0.25,1.0
