pan,genome id,genome size,path_id,length
MST,1,1500,0,1500
MST,2,1500,0,662
MST,2,1500,1,838
MST,3,1500,0,1500
MST,4,1500,0,1500
MST,5,1500,0,1500
MST,6,1500,0,1500
MST,7,1500,0,1500
MST,8,1500,0,1500
MST,9,1500,0,1500
MST,10,1500,0,1500
MST,11,1500,0,1500
MST,12,1500,0,1500
MST,13,1500,0,1500
MST,14,1500,0,1500
MST,15,1500,0,1500
MST,16,1500,0,1500
MST,17,1500,0,1500
MST,18,1500,0,1500
MST,19,1500,0,1500
MST,20,1500,0,1500
MST,21,1500,0,1500
MST,22,1500,0,1500
MST,23,1500,0,1500
MST,24,1500,0,1500
MST,25,1500,0,1500
MST,26,1500,0,1500
MST,27,1500,0,1500
MST,28,1500,0,1500
MST,29,1500,0,1500
MST,30,1500,0,1500
MST,31,1500,0,1500
MST,32,1500,0,1500
MST,33,1500,0,1500
MST,34,1500,0,1500
MST,35,1500,0,1500
MST,36,1500,0,1500
MST,37,1500,0,1500
MST,38,1500,0,1500
MST,39,1500,0,1500
MST,40,1500,0,1500
MST,41,1500,0,1500
MST,42,1500,0,1500
MST,43,1500,0,1500
MST,44,1500,0,1500
MST,45,1500,0,1500
MST,46,1500,0,1500
MST,47,1500,0,1500
MST,48,1500,0,1500
MST,49,1500,0,1500
MST,50,1500,0,1500
