u,v,weight
838,839,50
536,537,50
8,9,50
40,41,50
871,872,50
343,344,50
569,570,50
1174,1175,50
41,42,50
73,74,50
872,873,50
904,905,50
376,377,50
1207,1208,50
74,75,50
106,107,50
905,906,50
937,938,50
409,410,50
107,108,50
938,939,50
442,443,50
140,141,50
971,972,50
443,444,50
475,476,50
1274,1275,50
1022,1023,50
173,174,50
1004,1005,50
476,477,50
1307,1308,50
206,207,50
1037,1038,50
509,510,50
1340,1341,50
207,208,50
239,240,50
1070,1071,50
1391,1392,50
542,543,50
1373,1374,50
240,241,50
1424,1425,50
575,576,50
1406,1407,50
273,274,50
608,609,50
1439,1440,50
306,307,50
911,912,50
609,610,50
641,642,50
113,114,50
339,340,50
944,945,50
1170,1171,50
1491,1492,50
642,643,50
674,675,50
1221,1222,50
146,147,50
675,676,50
1254,1255,50
179,180,50
726,727,50
708,709,50
180,181,50
1287,1288,50
1011,1012,50
741,742,50
213,214,50
1044,1045,50
774,775,50
246,247,50
1077,1078,50
807,808,50
1128,1129,50
279,280,50
1110,1111,50
312,313,50
1143,1144,50
10,11,50
313,314,50
345,346,50
43,44,50
346,347,50
378,379,50
925,926,50
76,77,50
907,908,50
1228,1229,50
379,380,50
958,959,50
1261,1262,50
412,413,50
991,992,50
463,464,50
1294,1295,50
445,446,50
1024,1025,50
748,749,50
1327,1328,50
478,479,50
1309,1310,50
781,782,50
1360,1361,50
511,512,50
1342,1343,50
814,815,50
1393,1394,50
544,545,50
865,866,50
16,17,50
847,848,50
1426,1427,50
577,578,50
49,50,50
1427,1428,50
1459,1460,50
50,51,50
82,83,50
1460,1461,50
83,84,50
115,116,50
662,663,50
1493,1494,50
644,645,50
965,966,50
116,117,50
695,696,50
167,168,50
998,999,50
149,150,50
728,729,50
200,201,50
1031,1032,50
182,183,50
761,762,50
485,486,50
1064,1065,50
215,216,50
1046,1047,50
518,519,50
1097,1098,50
248,249,50
1079,1080,50
551,552,50
1130,1131,50
281,282,50
1433,1434,50
584,585,50
1131,1132,50
1163,1164,50
314,315,50
861,862,50
1466,1467,50
1164,1165,50
366,367,50
1197,1198,50
348,349,50
399,400,50
1230,1231,50
381,382,50
702,703,50
432,433,50
1263,1264,50
735,736,50
465,466,50
1296,1297,50
768,769,50
750,751,50
498,499,50
1329,1330,50
801,802,50
783,784,50
1330,1331,50
255,256,50
834,835,50
1363,1364,50
288,289,50
835,836,50
867,868,50
18,19,50
1396,1397,50
868,869,50
900,901,50
598,599,50
1203,1204,50
1429,1430,50
901,902,50
1236,1237,50
103,104,50
934,935,50
85,86,50
1269,1270,50
136,137,50
967,968,50
118,119,50
439,440,50
1270,1271,50
1302,1303,50
169,170,50
1000,1001,50
151,152,50
472,473,50
1303,1304,50
202,203,50
1033,1034,50
505,506,50
1336,1337,50
487,488,50
235,236,50
1066,1067,50
538,539,50
1369,1370,50
520,521,50
1067,1068,50
1099,1100,50
571,572,50
1370,1371,50
1402,1403,50
1100,1101,50
25,26,50
572,573,50
604,605,50
1403,1404,50
1435,1436,50
302,303,50
1133,1134,50
605,606,50
1436,1437,50
1468,1469,50
335,336,50
940,941,50
1166,1167,50
638,639,50
1469,1470,50
973,974,50
671,672,50
1006,1007,50
704,705,50
176,177,50
1007,1008,50
737,738,50
209,210,50
1040,1041,50
1266,1267,50
191,192,50
770,771,50
242,243,50
1073,1074,50
224,225,50
771,772,50
803,804,50
275,276,50
1106,1107,50
804,805,50
836,837,50
276,277,50
308,309,50
1107,1108,50
1139,1140,50
6,7,50
837,838,50
309,310,50
341,342,50
1140,1141,50
1172,1173,50
39,40,50
870,871,50
342,343,50
1173,1174,50
1205,1206,50
72,73,50
677,678,50
903,904,50
375,376,50
1206,1207,50
1238,1239,50
710,711,50
408,409,50
1239,1240,50
1271,1272,50
743,744,50
441,442,50
1272,1273,50
1304,1305,50
474,475,50
1305,1306,50
777,778,50
1003,1004,50
507,508,50
1338,1339,50
810,811,50
508,509,50
540,541,50
12,13,50
1371,1372,50
843,844,50
541,542,50
573,574,50
13,14,50
45,46,50
1404,1405,50
844,845,50
876,877,50
574,575,50
46,47,50
1405,1406,50
78,79,50
877,878,50
909,910,50
607,608,50
79,80,50
1438,1439,50
910,911,50
942,943,50
414,415,50
640,641,50
1245,1246,50
112,113,50
1471,1472,50
943,944,50
975,976,50
447,448,50
673,674,50
1278,1279,50
145,146,50
976,977,50
1008,1009,50
480,481,50
178,179,50
1009,1010,50
211,212,50
1042,1043,50
514,515,50
740,741,50
1345,1346,50
212,213,50
244,245,50
1075,1076,50
547,548,50
1378,1379,50
245,246,50
277,278,50
1108,1109,50
580,581,50
1411,1412,50
