u,v,weight
72,73,8
163,164,8
67,68,8
44,45,8
99,100,8
164,165,8
159,160,8
8,9,8
40,41,8
196,197,8
100,101,8
155,156,8
132,133,8
197,198,8
137,138,8
192,193,8
41,42,8
96,97,8
18,19,8
73,74,8
133,134,8
188,189,8
14,15,8
170,171,8
9,10,8
74,75,8
129,130,8
106,107,8
111,112,8
166,167,8
15,16,8
47,48,8
42,43,8
107,108,8
162,163,8
134,135,8
144,145,8
38,39,8
48,49,8
103,104,8
80,81,8
75,76,8
85,86,8
140,141,8
195,196,8
177,178,8
71,72,8
16,17,8
81,82,8
136,137,8
108,109,8
118,119,8
12,13,8
173,174,8
22,23,8
77,78,8
49,50,8
104,105,8
114,115,8
169,170,8
109,110,8
13,14,8
151,152,8
45,46,8
55,56,8
110,111,8
50,51,8
105,106,8
82,83,8
147,148,8
51,52,8
142,143,8
46,47,8
23,24,8
78,79,8
143,144,8
83,84,8
138,139,8
115,116,8
19,20,8
175,176,8
24,25,8
79,80,8
56,57,8
116,117,8
171,172,8
181,182,8
20,21,8
52,53,8
57,58,8
112,113,8
167,168,8
89,90,8
149,150,8
53,54,8
30,31,8
25,26,8
90,91,8
145,146,8
26,27,8
182,183,8
21,22,8
31,32,8
86,87,8
141,142,8
113,114,8
123,124,8
17,18,8
178,179,8
27,28,8
54,55,8
64,65,8
119,120,8
174,175,8
146,147,8
156,157,8
5,6,8
60,61,8
87,88,8
97,98,8
152,153,8
1,2,8
179,180,8
189,190,8
28,29,8
93,94,8
148,149,8
88,89,8
120,121,8
185,186,8
180,181,8
29,30,8
84,85,8
61,62,8
126,127,8
121,122,8
176,177,8
153,154,8
186,187,8
2,3,8
122,123,8
62,63,8
117,118,8
94,95,8
154,155,8
3,4,8
58,59,8
35,36,8
191,192,8
95,96,8
150,151,8
127,128,8
187,188,8
36,37,8
91,92,8
68,69,8
63,64,8
128,129,8
183,184,8
160,161,8
32,33,8
193,194,8
165,166,8
4,5,8
59,60,8
69,70,8
124,125,8
101,102,8
161,162,8
0,1,8
10,11,8
65,66,8
198,199,8
37,38,8
92,93,8
102,103,8
157,158,8
6,7,8
184,185,8
139,140,8
33,34,8
194,195,8
43,44,8
98,99,8
70,71,8
125,126,8
135,136,8
190,191,8
39,40,8
130,131,8
34,35,8
172,173,8
11,12,8
66,67,8
76,77,8
131,132,8
158,159,8
168,169,8
7,8,8
