u,v,weight
332,333,47
320,453,4
47,51,3
272,273,47
338,339,47
10,11,47
497,498,47
112,256,1
9,10,47
365,431,2
83,84,47
132,479,4
294,379,2
0,445,1
30,31,47
241,242,47
200,201,47
123,124,47
200,205,2
222,223,47
122,123,47
484,485,47
440,441,47
473,474,47
11,12,47
0,245,1
129,130,47
177,178,47
380,381,47
189,394,3
479,480,47
328,329,47
361,362,47
17,18,47
427,428,47
29,284,1
209,210,47
58,59,47
301,302,47
150,151,47
124,125,47
367,368,47
341,342,47
493,494,47
164,165,47
467,468,47
290,408,2
408,409,47
382,383,47
104,105,47
482,483,47
78,79,47
171,172,47
447,448,47
185,186,47
488,489,47
240,387,1
370,371,47
403,404,47
252,253,47
193,194,47
59,60,47
158,159,47
7,8,47
8,9,46
251,252,46
0,270,4
106,107,46
77,112,1
173,174,46
261,426,9
29,30,46
283,305,1
372,373,46
102,103,46
43,44,46
227,228,46
445,446,46
294,295,46
386,387,46
437,438,46
220,476,3
201,202,46
23,24,46
115,116,46
326,327,46
57,58,46
466,467,46
70,71,46
255,256,46
269,270,46
77,78,46
321,322,46
420,421,46
494,495,46
435,436,46
189,254,4
84,85,46
191,192,46
126,184,2
198,199,46
157,158,46
368,369,46
98,99,46
172,173,46
356,357,46
71,72,46
481,482,46
105,106,46
46,47,46
456,457,46
7,27,4
4,394,2
19,284,1
495,496,46
0,28,2
34,35,46
14,280,1
226,227,45
199,200,45
48,49,45
80,81,45
351,352,45
364,365,45
273,274,45
111,454,1
305,306,45
3,4,45
262,353,4
76,77,45
281,311,3
241,275,2
6,112,2
293,294,45
163,287,7
215,216,45
156,157,45
459,460,45
392,393,45
407,408,45
313,351,3
153,240,3
18,19,45
169,170,45
243,244,45
487,488,45
220,400,5
394,395,45
142,188,2
250,251,45
216,217,45
460,461,45
323,324,45
415,416,45
97,115,1
314,350,3
52,53,45
480,481,45
454,455,45
19,401,3
369,370,45
410,411,45
225,226,44
468,469,44
350,351,44
324,325,44
114,115,44
299,300,44
483,484,44
283,454,5
74,289,5
179,180,44
36,37,44
346,347,44
378,379,44
379,380,44
419,420,44
49,50,44
274,275,44
66,111,1
4,5,44
280,281,44
295,296,44
103,104,44
85,86,44
151,152,44
184,442,6
334,335,44
6,7,44
349,350,44
19,20,44
26,27,44
27,28,44
270,271,44
152,153,44
244,245,44
5,241,4
377,378,44
66,67,44
291,292,43
140,141,43
292,293,43
279,280,43
319,320,43
478,479,43
327,328,43
268,269,43
0,432,2
98,194,3
141,142,43
97,456,2
156,384,5
155,253,3
393,394,43
65,66,43
45,46,43
14,476,2
126,164,2
112,113,43
145,146,43
303,304,43
6,458,3
284,304,1
195,240,3
318,441,2
318,319,42
318,431,3
119,189,2
21,22,42
1,317,2
253,254,42
194,195,42
42,43,42
50,51,42
44,45,42
254,255,42
132,385,3
316,317,42
164,286,4
290,291,42
284,472,14
304,305,42
424,425,41
431,432,41
112,275,1
101,102,41
353,354,41
385,386,41
240,477,9
51,52,41
91,97,2
155,401,2
13,14,41
455,456,41
337,338,41
317,318,40
98,400,4
127,183,2
352,353,40
5,6,40
118,119,40
119,120,40
310,311,40
219,220,40
496,497,40
132,133,39
205,364,3
289,473,11
206,313,2
0,74,2
260,261,39
155,454,8
23,363,1
91,111,3
275,276,39
88,314,1
311,312,39
285,286,39
241,476,6
113,114,38
312,313,38
286,287,38
88,91,11
183,184,38
131,132,38
156,453,7
363,364,38
98,442,9
73,74,37
400,477,4
97,164,4
430,431,37
23,457,2
313,314,37
261,262,37
22,459,3
425,426,37
249,250,37
283,401,6
202,203,36
205,459,10
126,290,3
384,385,35
22,23,35
97,127,2
189,400,4
163,164,35
162,163,35
89,188,1
0,443,1
477,478,33
0,89,6
89,155,3
126,127,33
476,477,32
89,90,32
111,443,1
475,476,31
188,442,2
400,401,31
399,400,31
97,443,4
112,458,8
453,454,31
155,206,1
218,219,31
0,125,1
471,472,30
206,240,2
442,443,29
12,188,2
452,453,29
188,241,8
441,442,29
362,363,29
125,126,29
383,384,28
206,289,2
182,183,28
64,65,28
472,473,28
88,89,27
90,91,27
12,13,27
205,206,26
289,290,8
457,458,25
98,240,3
458,459,23
204,289,2
72,73,23
240,241,21
204,205,21
87,88,20
0,1,5
1,111,2
112,155,1
0,112,3
239,240,18
97,290,18
111,112,17
155,284,2
156,188,1
1,188,13
156,289,1
155,156,12
283,284,9
154,155,8
96,97,8
282,283,8
0,189,7
187,188,6
288,289,6
98,289,4
110,111,4
290,442,2
244,274,2
89,370,2
72,100,2
327,363,2
317,325,2
191,228,2
292,335,2
6,432,2
188,381,2
87,219,2
205,312,2
119,217,2
324,467,2
184,472,2
289,454,2
67,292,2
90,156,2
276,313,2
53,283,2
7,469,2
78,102,2
14,172,2
293,435,2
58,364,2
59,363,2
105,177,2
332,475,2
65,241,2
186,195,2
151,262,2
73,126,2
13,206,2
385,401,2
115,269,2
290,453,2
113,409,2
294,432,2
127,453,2
5,393,2
120,304,2
46,385,2
227,305,2
304,427,2
127,163,2
284,458,2
199,426,2
28,297,2
244,284,2
45,386,2
132,436,2
104,374,2
206,458,2
420,448,2
262,338,2
351,370,2
45,315,2
112,289,2
51,394,2
216,318,2
66,120,2
203,473,2
314,386,2
91,216,2
124,283,2
286,443,2
77,470,2
23,478,2
176,495,2
178,373,2
142,380,2
103,153,2
80,185,2
254,395,2
347,379,2
13,189,2
324,429,2
48,311,2
217,431,2
379,447,2
228,488,2
126,266,2
173,280,2
24,456,2
102,421,2
23,192,2
196,474,2
125,496,2
52,255,2
73,241,2
14,219,2
107,456,2
114,251,2
22,479,2
88,461,2
17,483,2
319,473,2
106,457,2
1,175,2
295,317,2
245,273,2
188,459,2
16,484,2
50,333,2
339,353,2
328,362,2
61,499,1
108,283,1
85,400,1
251,274,1
1,452,1
73,383,1
382,415,1
46,280,1
189,289,1
250,275,1
97,206,1
88,292,1
65,76,1
89,382,1
10,119,1
112,240,1
156,240,1
91,385,1
67,446,1
74,372,1
147,472,1
112,188,1
1,308,1
34,284,1
183,358,1
23,409,1
40,364,1
184,357,1
257,490,1
22,410,1
74,155,1
88,386,1
90,383,1
0,35,1
9,276,1
128,312,1
107,454,1
68,209,1
51,104,1
62,498,1
472,491,1
131,289,1
19,353,1
127,188,1
401,458,1
210,445,1
220,352,1
113,290,1
75,251,1
86,281,1
86,220,1
114,126,1
97,293,1
200,373,1
120,292,1
283,459,1
50,105,1
0,284,1
111,313,1
275,290,1
13,473,1
189,476,1
133,148,1
111,453,1
217,459,1
201,414,1
20,155,1
90,241,1
319,363,1
98,132,1
41,318,1
126,389,1
46,124,1
13,482,1
107,443,1
130,149,1
314,458,1
0,30,1
274,376,1
44,341,1
6,271,1
91,318,1
89,205,1
88,112,1
1,287,1
240,331,1
353,443,1
257,283,1
207,459,1
208,458,1
50,381,1
28,311,1
9,377,1
78,275,1
241,467,1
155,342,1
36,40,1
184,363,1
284,383,1
90,319,1
4,289,1
183,364,1
280,495,1
188,290,1
3,290,1
139,205,1
245,363,1
10,289,1
43,48,1
0,288,1
209,468,1
188,384,1
446,493,1
287,384,1
273,281,1
97,284,1
98,496,1
244,364,1
133,402,1
163,385,1
1,319,1
227,369,1
138,459,1
98,386,1
445,494,1
37,111,1
489,494,1
52,340,1
97,314,1
114,443,1
240,497,1
91,227,1
74,291,1
74,111,1
376,495,1
90,403,1
198,293,1
53,155,1
276,380,1
88,241,1
311,438,1
312,437,1
32,373,1
254,294,1
33,372,1
73,112,1
152,286,1
66,497,1
189,256,1
206,330,1
30,156,1
39,189,1
255,293,1
111,364,1
325,473,1
46,219,1
277,460,1
55,313,1
291,459,1
14,385,1
97,401,1
27,269,1
476,498,1
89,363,1
120,378,1
311,366,1
206,411,1
312,365,1
218,458,1
153,283,1
90,364,1
51,201,1
298,466,1
123,141,1
443,497,1
163,351,1
73,350,1
99,314,1
154,268,1
65,330,1
66,329,1
53,240,1
103,378,1
127,223,1
188,312,1
91,205,1
354,472,1
0,459,1
241,311,1
24,334,1
28,57,1
319,477,1
97,156,1
276,411,1
122,142,1
214,469,1
277,452,1
215,468,1
205,412,1
348,460,1
103,119,1
12,163,1
410,453,1
286,320,1
27,154,1
31,188,1
293,334,1
155,443,1
320,400,1
1,283,1
226,352,1
11,287,1
325,428,1
24,198,1
22,292,1
46,286,1
0,298,1
189,304,1
45,287,1
276,348,1
156,319,1
284,425,1
52,200,1
54,164,1
89,466,1
368,479,1
52,456,1
164,453,1
22,369,1
57,281,1
66,476,1
72,290,1
255,455,1
352,369,1
152,353,1
428,474,1
