pan,genome id,genome size,path_id,length
simulated,12,500,0,2
simulated,12,500,1,4
simulated,12,500,2,14
simulated,12,500,3,27
simulated,12,500,4,2
simulated,12,500,5,12
simulated,12,500,6,5
simulated,12,500,7,17
simulated,12,500,8,43
simulated,12,500,9,11
simulated,12,500,10,17
simulated,12,500,11,7
simulated,12,500,12,5
simulated,12,500,13,5
simulated,12,500,14,61
simulated,12,500,15,4
simulated,12,500,16,5
simulated,12,500,17,15
simulated,12,500,18,56
simulated,12,500,19,5
simulated,12,500,20,15
simulated,12,500,21,12
simulated,12,500,22,9
simulated,12,500,23,35
simulated,12,500,24,29
simulated,12,500,25,10
simulated,12,500,26,14
simulated,12,500,27,4
simulated,12,500,28,8
simulated,12,500,29,2
simulated,12,500,30,23
simulated,12,500,31,11
simulated,12,500,32,2
simulated,12,500,33,2
simulated,12,500,34,7
simulated,24,500,0,11
simulated,24,500,1,6
simulated,24,500,2,2
simulated,24,500,3,14
simulated,24,500,4,18
simulated,24,500,5,17
simulated,24,500,6,35
simulated,24,500,7,17
simulated,24,500,8,2
simulated,24,500,9,5
simulated,24,500,10,6
simulated,24,500,11,7
simulated,24,500,12,8
simulated,24,500,13,89
simulated,24,500,14,3
simulated,24,500,15,21
simulated,24,500,16,3
simulated,24,500,17,15
simulated,24,500,18,57
simulated,24,500,19,4
simulated,24,500,20,2
simulated,24,500,21,3
simulated,24,500,22,16
simulated,24,500,23,6
simulated,24,500,24,10
simulated,24,500,25,8
simulated,24,500,26,22
simulated,24,500,27,18
simulated,24,500,28,11
simulated,24,500,29,6
simulated,24,500,30,7
simulated,24,500,31,4
simulated,24,500,32,31
simulated,24,500,33,7
simulated,24,500,34,9
simulated,30,500,0,17
simulated,30,500,1,12
simulated,30,500,2,8
simulated,30,500,3,24
simulated,30,500,4,15
simulated,30,500,5,6
simulated,30,500,6,35
simulated,30,500,7,5
simulated,30,500,8,3
simulated,30,500,9,25
simulated,30,500,10,40
simulated,30,500,11,2
simulated,30,500,12,7
simulated,30,500,13,6
simulated,30,500,14,44
simulated,30,500,15,4
simulated,30,500,16,7
simulated,30,500,17,3
simulated,30,500,18,21
simulated,30,500,19,5
simulated,30,500,20,31
simulated,30,500,21,2
simulated,30,500,22,17
simulated,30,500,23,6
simulated,30,500,24,2
simulated,30,500,25,17
simulated,30,500,26,39
simulated,30,500,27,19
simulated,30,500,28,13
simulated,30,500,29,52
simulated,30,500,30,6
simulated,30,500,31,7
simulated,31,500,0,2
simulated,31,500,1,19
simulated,31,500,2,31
simulated,31,500,3,29
simulated,31,500,4,3
simulated,31,500,5,4
simulated,31,500,6,13
simulated,31,500,7,6
simulated,31,500,8,11
simulated,31,500,9,10
simulated,31,500,10,10
simulated,31,500,11,14
simulated,31,500,12,14
simulated,31,500,13,6
simulated,31,500,14,11
simulated,31,500,15,4
simulated,31,500,16,28
simulated,31,500,17,9
simulated,31,500,18,6
