u,v,weight
205,459,13
32,33,49
275,276,39
165,166,50
124,125,47
367,368,47
216,217,45
65,66,43
276,277,48
198,199,46
157,158,46
368,369,46
6,7,44
249,250,37
139,140,50
460,461,45
98,99,46
309,310,49
341,342,47
190,191,48
401,402,49
39,40,48
172,173,46
493,494,47
342,343,49
223,224,49
434,435,48
382,415,1
375,376,48
256,257,48
467,468,47
316,317,42
197,198,48
408,409,47
257,258,50
349,350,44
441,442,29
290,291,42
474,475,48
323,324,45
38,39,49
264,265,50
356,357,46
448,449,48
71,72,46
12,13,27
481,482,46
104,105,47
13,14,41
45,46,43
482,483,47
105,106,46
46,47,46
78,79,47
138,139,49
19,20,44
230,231,49
456,457,46
79,80,48
322,323,49
171,172,47
20,21,49
52,53,45
263,264,49
112,113,43
355,356,50
53,54,48
447,448,47
296,297,48
388,389,49
26,27,44
237,238,50
86,87,48
480,481,45
297,298,48
329,330,48
178,179,50
389,390,50
27,28,44
421,422,48
238,239,50
270,271,44
119,120,40
330,331,49
362,363,29
211,212,49
62,498,1
454,455,45
271,272,49
303,304,43
152,153,44
363,364,38
1,2,50
395,396,49
212,213,49
244,245,44
455,456,41
93,94,50
304,305,42
336,337,50
185,186,47
396,397,49
428,429,48
245,246,50
277,278,49
488,489,47
337,338,41
369,370,45
201,414,1
186,187,50
218,219,31
429,430,48
278,279,49
310,311,40
370,371,47
402,403,49
219,220,40
462,463,49
403,404,47
252,253,47
495,496,46
344,345,48
193,194,47
128,312,1
436,437,49
59,60,47
285,286,39
496,497,40
98,289,4
377,378,44
469,470,48
92,93,50
184,185,48
410,411,45
33,34,49
0,284,1
470,471,50
125,126,29
34,35,46
66,67,44
158,159,47
7,8,47
159,160,48
73,74,37
284,285,48
199,200,45
206,458,3
398,399,49
61,62,49
1,452,1
127,128,49
10,119,1
9,276,1
371,372,48
312,313,38
372,373,46
497,498,47
111,453,1
188,241,8
115,116,46
89,90,32
200,201,47
307,308,49
112,240,1
0,35,1
381,382,48
120,292,1
498,499,49
155,156,12
34,284,1
413,414,49
97,293,1
98,132,1
275,290,1
308,309,49
315,316,48
164,165,47
131,289,1
382,383,47
231,232,49
415,416,45
130,149,1
414,415,49
145,146,43
422,423,49
60,61,49
126,127,33
311,312,39
133,148,1
468,469,44
319,363,1
68,209,1
97,290,18
276,289,1
112,275,1
305,306,45
210,445,1
206,313,2
111,156,4
98,240,6
0,189,7
40,364,1
51,104,1
88,386,1
91,385,1
1,73,4
89,382,1
90,383,1
131,132,38
283,284,9
74,155,1
314,458,1
41,318,1
67,446,1
50,105,1
22,410,1
189,289,1
113,290,1
239,240,18
1,188,13
240,241,21
400,477,4
13,473,1
0,125,1
457,458,25
183,358,1
205,206,26
87,88,20
111,454,1
88,89,27
107,443,1
20,155,1
112,256,1
97,127,2
86,220,1
90,91,27
458,459,23
46,124,1
23,409,1
472,491,1
114,126,1
45,386,3
108,283,1
72,73,23
156,453,9
87,219,2
14,476,2
385,401,2
204,205,21
184,357,1
257,490,1
19,284,1
98,442,9
0,112,3
19,353,1
220,352,1
86,281,1
289,473,11
108,155,1
251,274,1
20,283,4
126,389,1
250,275,1
111,443,1
107,454,1
284,472,14
189,476,1
46,280,1
290,388,1
127,188,1
283,459,1
85,400,1
84,189,1
112,250,1
0,445,1
147,472,1
66,111,1
155,454,8
13,482,1
477,481,4
98,183,1
184,442,6
401,458,1
65,76,1
146,284,1
75,251,1
126,142,1
1,141,5
156,252,3
89,188,1
189,256,1
74,111,1
90,319,1
88,241,1
257,283,1
206,330,1
155,253,3
240,331,1
284,458,3
73,112,1
91,318,1
0,1,5
240,497,1
0,74,2
98,496,1
489,494,1
9,377,1
88,112,1
1,111,6
90,156,2
10,289,1
97,284,1
376,495,1
91,227,1
228,488,2
188,290,1
73,241,2
377,494,1
284,383,1
138,459,1
112,289,3
280,495,1
188,384,1
9,489,1
274,376,1
273,281,1
10,227,1
139,205,1
97,314,1
77,112,1
74,289,7
47,51,3
155,342,1
244,364,1
50,381,1
43,48,1
78,275,1
29,284,1
312,437,1
276,380,1
0,30,1
44,341,1
245,363,1
311,438,1
445,494,1
207,459,1
97,272,1
283,305,4
0,288,1
4,289,1
446,493,1
36,40,1
39,189,1
37,111,1
112,155,1
1,287,1
156,188,1
6,271,1
208,458,1
284,304,1
3,290,1
5,241,4
241,467,1
183,364,1
53,155,1
98,386,1
0,89,6
73,189,1
209,468,1
206,289,4
284,339,1
184,363,1
133,402,1
91,283,1
90,403,1
156,384,8
112,458,8
132,385,4
74,291,1
255,293,1
88,292,1
52,340,1
240,387,1
188,210,1
254,294,1
208,289,1
33,372,1
98,194,3
32,373,1
188,459,3
112,207,1
111,284,3
6,458,3
189,304,1
195,240,3
290,453,3
97,156,1
46,385,2
13,189,3
14,219,2
220,476,3
320,400,1
111,112,17
319,477,1
0,443,3
19,401,3
327,363,2
312,365,1
325,428,1
311,366,1
46,286,1
17,483,2
328,362,2
324,429,2
45,287,1
206,240,2
16,484,2
428,474,1
215,468,1
1,283,1
325,473,1
214,469,1
119,189,2
120,304,2
89,363,1
90,364,1
206,411,1
122,142,1
123,141,1
205,412,1
112,219,5
241,476,7
261,426,9
286,320,1
127,183,7
283,454,5
98,111,5
262,353,5
97,401,1
163,287,7
354,472,1
240,477,9
220,400,5
156,319,1
164,453,1
126,290,7
155,443,1
284,425,1
320,453,4
31,188,1
12,163,1
97,498,1
354,425,8
11,287,1
30,156,1
155,401,4
1,319,1
164,286,4
443,497,1
205,364,3
98,152,4
155,385,2
52,255,3
132,479,4
284,478,2
22,459,3
153,240,3
1,88,4
23,363,4
53,283,3
73,206,4
90,133,9
91,111,3
189,254,4
180,443,2
188,381,2
0,181,2
97,224,1
142,380,2
313,351,3
189,400,4
283,401,6
127,223,1
73,126,2
314,350,3
72,290,1
55,313,1
476,482,3
72,127,1
163,351,1
54,164,1
1,378,4
276,411,1
77,470,2
154,155,8
217,431,2
187,188,6
88,461,2
277,452,1
97,98,8
89,466,1
317,325,2
288,289,6
96,97,8
6,432,4
188,189,6
324,467,2
51,201,1
66,329,1
110,111,4
28,297,2
282,283,8
289,290,8
7,469,2
78,102,2
65,330,1
348,460,1
410,453,1
27,154,1
216,318,2
103,153,2
347,379,2
0,298,1
52,200,1
27,269,1
298,466,1
276,348,1
277,460,1
154,268,1
155,284,5
254,395,3
22,479,2
98,188,3
189,394,3
23,478,3
255,283,3
291,459,1
53,240,1
89,370,2
153,283,1
91,205,1
22,292,1
385,478,2
111,364,1
0,371,2
255,455,1
52,456,1
188,312,1
241,311,1
368,479,1
22,369,1
0,459,1
89,205,1
314,386,2
14,385,1
289,454,2
155,473,2
351,370,2
97,443,4
0,156,2
352,369,1
46,219,1
45,315,2
226,352,1
227,369,1
191,228,2
188,442,2
294,432,2
24,198,1
23,192,2
125,496,2
107,456,2
245,273,2
292,335,2
365,431,2
186,195,2
111,267,2
176,495,2
79,189,2
364,395,2
332,475,2
199,426,2
293,334,1
80,185,2
106,457,2
1,175,2
50,333,2
244,274,2
227,305,2
304,427,2
51,394,2
126,266,2
196,474,2
318,441,2
295,317,2
24,334,1
198,293,1
119,217,2
67,292,2
14,172,2
318,431,4
91,216,2
173,280,2
281,311,3
205,312,2
66,120,2
13,206,4
420,448,2
317,421,2
293,435,2
132,436,2
7,27,4
379,447,2
0,28,2
0,270,4
98,400,4
65,241,2
151,262,2
97,164,4
290,442,2
189,269,2
204,289,2
286,443,3
126,184,2
152,353,1
203,473,2
66,476,1
217,459,1
353,443,1
152,286,1
66,497,1
476,498,1
218,458,1
319,473,3
156,289,3
114,443,1
97,115,1
276,313,2
58,364,2
11,112,2
178,373,2
12,188,2
241,275,2
50,312,2
244,284,2
0,245,2
105,177,2
91,97,2
155,206,2
88,314,2
59,363,2
104,374,2
48,311,2
295,420,2
14,280,2
199,312,2
28,57,1
103,119,1
1,317,2
23,457,2
6,112,2
0,432,2
294,379,2
200,205,2
58,111,2
24,456,2
120,378,1
102,421,2
57,281,1
103,378,1
28,311,1
114,155,2
97,456,2
73,350,1
113,409,2
127,163,2
124,283,2
142,188,2
72,100,2
290,408,2
99,314,1
123,401,2
126,164,2
73,99,1
184,472,2
127,453,2
163,385,1
115,269,2
5,393,2
284,442,2
339,353,2
189,250,2
262,338,2
287,384,1
156,183,2
4,394,2
114,251,2
