u,v,weight
444,445,47
67,68,48
99,100,48
8,9,46
40,41,47
251,252,46
477,478,33
100,101,47
132,133,39
343,344,48
192,193,49
41,42,48
133,134,48
376,377,47
14,15,50
225,226,44
74,75,49
106,107,46
317,318,40
166,167,49
15,16,48
409,410,47
226,227,45
47,48,47
258,259,49
107,108,48
318,319,42
350,351,44
290,458,4
48,49,45
442,443,29
259,260,50
80,81,45
291,292,43
140,141,43
351,352,45
383,384,28
232,233,50
443,444,49
81,82,50
475,476,31
292,293,43
324,325,44
173,174,46
384,385,35
22,23,35
416,417,50
233,234,50
265,266,48
476,477,32
114,115,44
325,326,50
357,358,47
206,207,48
417,418,50
55,56,50
449,450,50
266,267,48
298,299,49
147,148,47
358,359,48
390,391,50
207,208,48
450,451,48
61,499,1
299,300,44
331,332,48
391,392,49
423,424,49
483,484,44
332,333,47
364,365,45
181,182,49
424,425,41
127,309,1
273,274,45
365,366,49
214,215,49
306,307,48
21,22,42
490,491,49
113,114,38
339,340,49
431,432,41
54,55,48
146,147,49
179,180,44
28,29,49
120,121,50
180,181,48
29,30,46
272,273,47
121,122,48
153,154,48
2,3,48
213,214,48
62,63,50
94,95,50
3,4,45
397,398,49
35,36,49
246,247,50
95,96,49
338,339,47
36,37,44
1,308,1
430,431,37
68,69,50
279,280,43
128,129,49
160,161,50
220,221,50
69,70,50
101,102,41
161,162,48
89,155,3
10,11,47
404,405,50
253,254,42
464,465,50
102,103,46
313,314,37
345,346,50
194,195,42
405,406,48
43,44,46
286,287,38
135,136,49
346,347,44
378,379,44
90,241,1
227,228,46
438,439,49
76,77,45
287,288,49
319,320,43
168,169,49
489,490,48
379,380,44
260,261,39
471,472,30
320,321,49
352,353,40
412,413,49
261,262,37
293,294,45
463,464,50
353,354,41
385,386,41
445,446,46
294,295,46
386,387,46
9,10,47
478,479,43
327,328,43
437,438,46
200,373,1
419,420,44
42,43,42
268,269,43
134,135,50
360,361,50
452,453,29
75,76,49
411,412,49
16,17,48
108,109,49
49,50,44
74,372,1
109,110,50
201,202,46
50,51,42
82,83,50
142,143,50
23,24,46
234,235,48
83,84,47
326,327,46
175,176,48
24,25,50
56,57,48
267,268,48
116,117,50
359,360,50
208,209,48
57,58,46
167,168,50
300,301,50
149,150,48
30,31,47
241,242,47
333,334,48
182,183,28
31,32,49
97,206,1
141,142,43
274,275,44
485,486,50
123,124,47
215,216,45
426,427,48
64,65,28
174,175,48
156,157,45
5,6,40
248,249,50
459,460,45
418,419,50
340,341,48
189,190,49
400,401,31
148,149,49
281,282,50
492,493,49
451,452,48
222,223,47
433,434,50
392,393,45
314,315,48
484,485,47
374,375,49
122,123,47
466,467,46
425,426,37
73,383,1
407,408,45
366,367,49
348,349,50
440,441,47
63,64,50
399,400,31
491,492,50
4,5,44
473,474,47
432,433,48
37,38,50
373,374,48
465,466,48
70,71,46
406,407,50
130,131,49
11,12,47
163,164,35
44,45,42
255,256,46
189,283,8
196,197,48
247,248,49
137,138,49
18,19,45
229,230,49
280,281,44
170,171,50
129,130,47
262,263,48
221,222,49
203,204,48
162,163,35
295,296,44
254,255,42
144,145,50
103,104,44
236,237,50
195,196,48
85,86,44
177,178,47
136,137,50
347,348,48
269,270,46
228,229,49
118,119,40
439,440,49
77,78,46
210,211,50
156,240,1
169,170,45
380,381,47
151,152,44
472,473,28
321,322,46
243,244,45
202,203,36
51,52,41
143,144,49
354,355,50
487,488,45
235,236,50
446,447,48
387,388,49
111,313,1
479,480,47
328,329,47
461,462,50
420,421,46
25,26,49
361,362,47
494,495,46
453,454,31
302,303,48
435,436,46
394,395,45
17,18,47
112,188,1
486,487,50
335,336,50
427,428,47
84,85,46
217,218,49
176,177,48
117,118,49
88,91,11
250,251,45
209,210,47
58,59,47
191,192,46
301,302,47
150,151,47
393,394,43
242,243,50
91,92,49
224,225,50
334,335,44
183,184,38
