pan,genome id,genome size,path_id,length
MST,1,338,0,102
MST,1,338,1,4
MST,1,338,2,2
MST,1,338,3,3
MST,1,338,4,4
MST,1,338,5,4
MST,1,338,6,3
MST,1,338,7,4
MST,1,338,8,2
MST,1,338,9,4
MST,1,338,10,3
MST,1,338,11,5
MST,1,338,12,4
MST,1,338,13,4
MST,1,338,14,3
MST,1,338,15,4
MST,1,338,16,5
MST,1,338,17,3
MST,1,338,18,2
MST,1,338,19,2
MST,1,338,20,5
MST,1,338,21,2
MST,1,338,22,2
MST,1,338,23,2
MST,1,338,24,2
MST,1,338,25,3
MST,1,338,26,2
MST,1,338,27,3
MST,1,338,28,4
MST,1,338,29,2
MST,1,338,30,3
MST,1,338,31,4
MST,1,338,32,2
MST,1,338,33,2
MST,1,338,34,4
MST,1,338,35,5
MST,1,338,36,2
MST,1,338,37,4
MST,1,338,38,3
MST,1,338,39,4
MST,1,338,40,5
MST,1,338,41,4
MST,1,338,42,2
MST,1,338,43,2
MST,1,338,44,2
MST,1,338,45,3
MST,1,338,46,5
MST,1,338,47,2
MST,1,338,48,2
MST,1,338,49,2
MST,1,338,50,2
MST,1,338,51,2
MST,1,338,52,2
MST,1,338,53,2
MST,1,338,54,2
MST,1,338,55,3
MST,1,338,56,2
MST,1,338,57,2
MST,1,338,58,2
MST,1,338,59,3
MST,1,338,60,2
MST,1,338,61,2
MST,1,338,62,2
MST,1,338,63,2
MST,1,338,64,2
MST,1,338,65,2
MST,1,338,66,3
MST,1,338,67,2
MST,1,338,68,2
MST,1,338,69,2
MST,1,338,70,2
MST,1,338,71,2
MST,1,338,72,2
MST,1,338,73,2
MST,1,338,74,2
MST,1,338,75,2
MST,1,338,76,3
MST,1,338,77,2
MST,1,338,78,2
MST,1,338,79,2
MST,1,338,80,2
MST,1,338,81,3
MST,1,338,82,3
MST,1,338,83,4
MST,1,338,84,3
MST,1,338,85,3
MST,2,837,0,557
MST,2,837,1,2
MST,2,837,2,3
MST,2,837,3,2
MST,2,837,4,4
MST,2,837,5,2
MST,2,837,6,7
MST,2,837,7,3
MST,2,837,8,2
MST,2,837,9,2
MST,2,837,10,3
MST,2,837,11,4
MST,2,837,12,2
MST,2,837,13,5
MST,2,837,14,2
MST,2,837,15,4
MST,2,837,16,2
MST,2,837,17,3
MST,2,837,18,2
MST,2,837,19,2
MST,2,837,20,2
MST,2,837,21,5
MST,2,837,22,3
MST,2,837,23,2
MST,2,837,24,2
MST,2,837,25,3
MST,2,837,26,3
MST,2,837,27,2
MST,2,837,28,2
MST,2,837,29,3
MST,2,837,30,2
MST,2,837,31,2
MST,2,837,32,4
MST,2,837,33,3
MST,2,837,34,3
MST,2,837,35,2
MST,2,837,36,2
MST,2,837,37,4
MST,2,837,38,2
MST,2,837,39,7
MST,2,837,40,4
MST,2,837,41,2
MST,2,837,42,2
MST,2,837,43,3
MST,2,837,44,3
MST,2,837,45,3
MST,2,837,46,4
MST,2,837,47,3
MST,2,837,48,3
MST,2,837,49,4
MST,2,837,50,9
MST,2,837,51,6
MST,2,837,52,2
MST,2,837,53,5
MST,2,837,54,8
MST,2,837,55,2
MST,2,837,56,5
MST,2,837,57,4
MST,2,837,58,2
MST,2,837,59,3
MST,2,837,60,3
MST,2,837,61,2
MST,2,837,62,2
MST,2,837,63,7
MST,2,837,64,7
MST,2,837,65,6
MST,2,837,66,3
MST,2,837,67,2
MST,2,837,68,3
MST,2,837,69,2
MST,2,837,70,2
MST,2,837,71,3
MST,2,837,72,2
MST,2,837,73,5
MST,2,837,74,7
MST,2,837,75,4
MST,2,837,76,3
MST,2,837,77,4
MST,2,837,78,2
MST,2,837,79,2
MST,2,837,80,3
MST,2,837,81,2
MST,2,837,82,2
MST,2,837,83,3
MST,2,837,84,8
MST,3,878,0,385
MST,3,878,1,4
MST,3,878,2,8
MST,3,878,3,7
MST,3,878,4,4
MST,3,878,5,2
MST,3,878,6,3
MST,3,878,7,2
MST,3,878,8,2
MST,3,878,9,7
MST,3,878,10,4
MST,3,878,11,3
MST,3,878,12,5
MST,3,878,13,2
MST,3,878,14,11
MST,3,878,15,6
MST,3,878,16,4
MST,3,878,17,3
MST,3,878,18,3
MST,3,878,19,3
MST,3,878,20,2
MST,3,878,21,2
MST,3,878,22,2
MST,3,878,23,2
MST,3,878,24,6
MST,3,878,25,7
MST,3,878,26,11
MST,3,878,27,2
MST,3,878,28,7
MST,3,878,29,5
MST,3,878,30,7
MST,3,878,31,3
MST,3,878,32,3
MST,3,878,33,2
MST,3,878,34,9
MST,3,878,35,2
MST,3,878,36,3
MST,3,878,37,4
MST,3,878,38,3
MST,3,878,39,2
MST,3,878,40,7
MST,3,878,41,18
MST,3,878,42,9
MST,3,878,43,2
MST,3,878,44,17
MST,3,878,45,5
MST,3,878,46,6
MST,3,878,47,7
MST,3,878,48,4
MST,3,878,49,3
MST,3,878,50,6
MST,3,878,51,4
MST,3,878,52,2
MST,3,878,53,2
MST,3,878,54,4
MST,3,878,55,2
MST,3,878,56,3
MST,3,878,57,7
MST,3,878,58,4
MST,3,878,59,3
MST,3,878,60,5
MST,3,878,61,2
MST,3,878,62,8
MST,3,878,63,6
MST,3,878,64,2
MST,3,878,65,2
MST,3,878,66,2
MST,3,878,67,7
MST,3,878,68,2
MST,3,878,69,3
MST,3,878,70,7
MST,3,878,71,4
MST,3,878,72,2
MST,3,878,73,6
MST,3,878,74,8
MST,3,878,75,4
MST,3,878,76,2
MST,3,878,77,3
MST,3,878,78,3
MST,3,878,79,8
MST,3,878,80,6
MST,3,878,81,15
MST,3,878,82,4
MST,3,878,83,3
MST,3,878,84,3
MST,3,878,85,7
MST,3,878,86,4
MST,3,878,87,7
MST,3,878,88,4
MST,3,878,89,9
MST,3,878,90,8
MST,3,878,91,5
MST,3,878,92,6
MST,3,878,93,3
MST,3,878,94,10
MST,3,878,95,9
MST,3,878,96,11
MST,3,878,97,6
MST,3,878,98,5
MST,4,947,0,409
MST,4,947,1,9
MST,4,947,2,8
MST,4,947,3,2
MST,4,947,4,7
MST,4,947,5,5
MST,4,947,6,2
MST,4,947,7,13
MST,4,947,8,6
MST,4,947,9,3
MST,4,947,10,3
MST,4,947,11,2
MST,4,947,12,2
MST,4,947,13,6
MST,4,947,14,3
MST,4,947,15,5
MST,4,947,16,6
MST,4,947,17,13
MST,4,947,18,3
MST,4,947,19,2
MST,4,947,20,15
MST,4,947,21,7
MST,4,947,22,14
MST,4,947,23,5
MST,4,947,24,8
MST,4,947,25,5
MST,4,947,26,5
MST,4,947,27,2
MST,4,947,28,2
MST,4,947,29,14
MST,4,947,30,4
MST,4,947,31,2
MST,4,947,32,11
MST,4,947,33,7
MST,4,947,34,13
MST,4,947,35,4
MST,4,947,36,5
MST,4,947,37,11
MST,4,947,38,11
MST,4,947,39,4
MST,4,947,40,3
MST,4,947,41,16
MST,4,947,42,10
MST,4,947,43,19
MST,4,947,44,5
MST,4,947,45,2
MST,4,947,46,13
MST,4,947,47,7
MST,4,947,48,8
MST,4,947,49,5
MST,4,947,50,8
MST,4,947,51,6
MST,4,947,52,8
MST,4,947,53,7
MST,4,947,54,2
MST,4,947,55,2
MST,4,947,56,4
MST,4,947,57,7
MST,4,947,58,4
MST,4,947,59,14
MST,4,947,60,4
MST,4,947,61,3
MST,4,947,62,9
MST,4,947,63,9
MST,4,947,64,2
MST,4,947,65,4
MST,4,947,66,8
MST,4,947,67,9
MST,4,947,68,8
MST,4,947,69,3
MST,4,947,70,28
MST,4,947,71,7
MST,4,947,72,3
MST,4,947,73,13
MST,4,947,74,22
MST,4,947,75,7
MST,5,963,0,19
MST,5,963,1,5
MST,5,963,2,8
MST,5,963,3,3
MST,5,963,4,21
MST,5,963,5,7
MST,5,963,6,11
MST,5,963,7,7
MST,5,963,8,19
MST,5,963,9,2
MST,5,963,10,15
MST,5,963,11,5
MST,5,963,12,2
MST,5,963,13,24
MST,5,963,14,6
MST,5,963,15,3
MST,5,963,16,449
MST,5,963,17,8
MST,5,963,18,11
MST,5,963,19,4
MST,5,963,20,4
MST,5,963,21,6
MST,5,963,22,4
MST,5,963,23,4
MST,5,963,24,9
MST,5,963,25,13
MST,5,963,26,17
MST,5,963,27,28
MST,5,963,28,20
MST,5,963,29,8
MST,5,963,30,35
MST,5,963,31,15
MST,5,963,32,5
MST,5,963,33,4
MST,5,963,34,14
MST,5,963,35,4
MST,5,963,36,10
MST,5,963,37,11
MST,5,963,38,8
MST,5,963,39,3
MST,5,963,40,2
MST,5,963,41,13
MST,5,963,42,12
MST,5,963,43,10
MST,5,963,44,7
MST,5,963,45,3
MST,5,963,46,8
MST,5,963,47,45
MST,5,963,48,12
MST,6,969,0,282
MST,6,969,1,20
MST,6,969,2,5
MST,6,969,3,46
MST,6,969,4,36
MST,6,969,5,11
MST,6,969,6,14
MST,6,969,7,19
MST,6,969,8,28
MST,6,969,9,15
MST,6,969,10,5
MST,6,969,11,5
MST,6,969,12,2
MST,6,969,13,24
MST,6,969,14,6
MST,6,969,15,3
