u,v,weight
998,999,38
636,637,40
149,150,40
30,31,40
728,729,39
241,242,17
939,940,40
90,91,39
200,201,40
333,334,40
669,670,40
182,183,39
880,881,40
31,32,35
141,142,40
761,762,40
274,275,40
713,722,1
972,973,38
485,486,39
123,124,40
215,216,16
913,914,39
426,427,40
64,65,40
307,308,34
518,519,40
156,157,40
5,6,38
610,611,39
248,249,38
946,947,40
459,460,37
97,98,37
418,419,35
340,341,40
551,552,40
189,190,39
887,888,40
510,511,40
400,401,40
148,149,40
281,282,40
492,493,32
451,452,40
265,423,1
584,585,36
222,223,39
920,921,37
433,434,40
543,544,40
392,393,35
314,315,39
525,526,40
861,862,40
484,485,38
122,123,40
374,375,40
953,954,40
466,467,29
576,577,38
425,426,40
558,559,40
517,518,39
407,408,40
366,367,32
499,500,39
458,459,38
348,349,40
440,441,38
550,551,40
63,64,40
399,400,40
532,533,40
491,492,32
381,382,36
4,5,36
257,990,1
702,703,40
473,474,40
794,795,40
432,433,40
643,644,39
565,566,39
266,657,1
776,777,39
524,525,39
37,38,40
735,736,40
373,374,39
506,507,40
827,828,32
465,466,40
676,677,39
809,810,32
919,920,40
70,71,39
768,769,40
406,407,40
617,618,40
130,131,40
109,813,1
750,751,40
860,861,38
498,499,40
1,129,2
11,12,37
952,953,40
163,164,30
893,894,38
783,784,40
44,45,39
742,743,39
591,592,36
724,725,39
834,835,39
683,684,39
196,197,38
894,895,37
926,927,40
155,156,37
775,776,34
288,289,37
986,987,40
624,625,40
247,248,40
835,836,40
137,138,40
96,97,37
867,868,38
757,758,40
18,19,37
716,717,40
229,230,37
927,928,39
188,189,40
808,809,40
170,171,39
868,869,40
280,281,39
900,901,40
749,750,39
262,263,38
960,961,40
598,599,37
221,222,39
111,112,40
841,842,39
690,691,40
203,204,40
901,902,40
162,163,32
782,783,40
295,296,40
993,994,40
62,94,1
254,255,39
842,843,38
144,145,40
103,104,40
874,875,37
236,237,40
934,935,32
85,86,37
195,196,40
815,816,40
539,540,37
875,876,39
136,137,40
347,348,40
269,270,40
967,968,40
228,229,40
118,119,39
816,817,39
439,440,40
77,78,40
210,211,32
908,909,40
531,532,40
169,170,40
380,381,36
513,514,40
151,152,40
849,850,39
472,473,39
110,111,38
321,322,38
243,244,18
941,942,40
564,565,40
202,203,39
790,791,39
413,414,40
882,883,39
505,506,39
143,144,39
354,355,40
974,975,40
487,488,40
235,236,40
597,598,40
446,447,38
538,539,40
387,388,40
520,521,40
630,631,39
479,480,38
711,866,1
328,329,39
461,462,39
571,572,39
420,421,40
631,632,39
512,513,40
25,26,40
723,724,39
361,362,40
572,573,39
494,495,39
604,605,39
453,454,39
664,665,40
302,303,38
435,436,40
545,546,40
756,757,32
394,395,39
17,18,40
605,606,40
848,849,40
486,487,40
697,698,40
335,336,40
546,547,37
940,941,39
578,579,37
789,790,40
427,428,40
638,639,40
881,882,39
519,520,40
730,731,39
579,580,34
973,974,39
611,612,40
822,823,36
671,672,40
552,553,39
763,764,40
612,613,40
823,824,40
84,85,37
855,856,40
704,705,38
217,218,40
915,916,38
553,554,40
947,948,38
176,177,40
796,797,40
645,646,39
856,857,40
117,118,40
888,889,40
737,738,40
250,251,34
948,949,40
586,587,38
980,981,39
797,798,16
209,210,40
58,59,39
829,830,40
678,679,39
301,302,39
889,890,35
527,528,23
191,192,37
921,922,39
150,151,40
770,771,39
393,394,37
981,982,40
619,620,40
830,831,40
91,92,40
862,863,40
224,225,17
922,923,40
334,335,40
954,955,40
771,772,36
183,184,37
32,33,38
803,804,40
165,166,40
863,864,40
275,276,40
124,125,40
895,896,37
744,745,40
367,368,40
955,956,40
216,217,40
804,805,40
987,988,40
344,802,1
65,66,38
836,837,40
276,277,38
198,199,35
896,897,32
308,309,39
928,929,39
745,746,40
157,158,40
368,369,40
6,7,39
988,989,40
249,250,39
837,838,39
139,140,40
460,461,40
98,99,39
309,310,40
341,342,40
929,930,40
190,191,40
778,779,39
401,402,38
39,40,40
0,723,9
172,173,37
870,871,40
282,283,40
493,494,39
131,132,40
962,963,40
585,586,38
223,224,16
434,435,40
72,73,40
283,284,40
677,678,40
315,316,40
903,904,40
526,527,22
164,165,40
375,376,40
769,770,40
995,996,39
618,619,40
467,468,30
316,317,40
559,560,39
197,198,38
408,409,40
257,258,40
289,290,38
500,501,39
175,979,1
349,350,40
743,744,40
560,561,40
651,908,1
592,593,40
441,442,40
290,291,39
684,685,40
501,502,40
382,383,40
593,594,40
231,232,39
625,626,40
298,658,1
474,475,40
685,686,40
323,324,38
717,718,40
534,535,40
566,567,40
777,778,40
415,416,40
38,39,40
626,627,40
658,659,26
869,870,40
718,719,40
356,357,40
567,568,40
961,962,39
599,600,37
810,811,32
448,449,40
71,72,39
659,660,40
691,692,40
508,509,38
902,903,40
540,541,37
751,752,40
12,13,40
600,601,39
994,995,39
632,633,39
843,844,38
481,482,38
104,105,40
692,693,39
541,542,39
935,936,33
573,574,40
13,14,40
784,785,40
45,46,40
633,634,40
844,845,39
482,483,39
665,666,40
105,106,40
876,877,38
725,726,38
936,937,40
574,575,40
968,969,40
785,786,40
46,47,38
817,818,40
78,79,40
666,667,40
877,878,40
515,516,39
909,910,40
138,139,40
758,759,39
19,20,37
969,970,40
607,608,38
230,231,36
818,819,36
456,457,40
79,80,40
850,851,39
699,700,40
322,323,39
910,911,40
548,549,40
942,943,40
759,760,40
171,172,37
20,21,40
791,792,40
414,415,40
52,53,40
640,641,40
263,264,40
851,852,39
112,113,40
883,884,39
732,733,40
355,356,40
943,944,40
975,976,40
792,793,39
204,205,40
53,54,36
824,825,40
447,448,40
673,674,40
296,297,40
884,885,40
916,917,37
145,146,40
765,766,39
388,389,40
26,27,40
976,977,39
237,238,40
825,826,40
86,87,40
857,858,40
480,481,37
329,330,40
917,918,33
949,950,38
766,767,39
178,179,40
389,390,40
27,28,40
68,307,1
238,239,39
270,271,40
858,859,40
119,120,40
330,331,39
362,363,40
950,951,38
211,212,40
799,800,40
60,61,40
454,455,39
271,272,40
303,304,40
306,867,1
891,892,40
514,515,39
152,153,38
740,741,40
130,907,1
363,364,40
1,2,39
110,812,1
395,396,40
983,984,24
212,213,40
606,607,40
244,245,40
832,833,39
455,456,40
304,305,40
698,699,40
336,337,39
924,925,39
547,548,40
185,186,38
396,397,40
428,429,40
245,246,32
639,640,40
277,278,39
488,489,40
126,127,39
337,338,38
731,732,40
369,370,40
957,958,40
186,187,40
580,581,40
218,219,36
429,430,36
278,279,40
672,673,39
310,311,40
521,522,40
370,371,38
764,765,40
402,403,40
219,220,37
581,582,40
613,614,40
462,463,39
311,312,37
705,706,40
522,523,40
554,555,40
403,404,40
614,615,40
252,253,15
646,647,40
495,496,32
706,707,38
344,345,37
738,739,39
555,556,40
193,194,40
587,588,40
798,799,16
436,437,40
59,60,40
647,648,32
285,286,38
679,680,40
496,497,36
890,891,35
528,529,31
739,740,40
377,378,40
588,589,39
982,983,39
620,621,40
831,832,40
469,470,39
680,681,40
529,530,38
923,924,40
561,562,39
184,185,32
772,773,38
410,411,40
33,34,38
621,622,40
653,654,39
470,471,40
864,865,40
502,503,40
125,126,39
713,714,38
562,563,39
956,957,40
594,595,40
34,35,34
805,806,40
66,67,38
654,655,39
686,687,37
503,504,40
158,159,40
746,747,40
7,8,39
595,596,16
67,68,39
253,585,1
812,813,39
1,728,1
130,860,1
383,384,39
173,174,39
265,266,39
423,712,1
713,798,7
298,299,36
978,979,39
332,333,38
216,243,7
306,307,37
215,529,1
7,509,1
590,591,31
305,306,39
866,867,38
291,645,1
68,69,39
63,530,1
228,602,1
589,590,38
907,908,39
268,269,38
755,756,31
865,866,39
108,109,39
109,110,39
754,755,39
267,268,38
906,907,38
531,584,1
174,175,39
62,244,2
979,980,37
290,646,1
802,803,39
332,467,1
709,710,31
801,802,39
650,651,39
772,775,1
255,256,38
657,658,24
177,178,39
343,750,1
51,52,39
656,657,38
749,861,1
914,915,39
331,603,1
129,254,10
729,990,1
344,528,1
811,812,39
256,257,38
227,468,1
422,991,1
710,711,39
651,652,39
652,653,39
533,534,39
264,265,39
297,298,39
93,94,38
92,93,39
8,508,1
722,799,6
897,898,31
343,991,1
129,811,1
254,810,1
344,712,1
62,468,1
596,723,1
102,713,1
103,467,1
130,253,14
324,597,1
1,990,7
0,244,2
216,798,2
72,850,1
507,508,38
71,90,1
133,325,1
422,423,38
89,851,1
63,215,13
134,243,1
344,596,1
327,353,1
585,882,1
20,712,1
62,780,1
143,359,1
584,883,1
562,603,1
743,983,1
253,328,1
0,929,1
130,224,1
597,742,1
19,984,1
225,990,2
144,358,1
343,563,1
1,798,3
723,779,1
352,713,1
421,422,37
244,928,1
602,991,1
343,344,23
597,875,1
655,722,1
224,633,1
83,527,1
242,798,1
215,254,1
596,876,1
62,216,7
1,776,1
252,479,1
251,528,1
63,129,1
632,777,1
713,990,1
82,480,1
225,241,1
654,799,1
989,990,15
990,991,15
493,935,1
214,215,15
688,898,1
61,62,15
242,659,2
62,63,15
128,129,15
235,897,1
810,985,2
722,723,15
308,822,1
721,722,14
337,829,1
129,130,15
344,984,1
50,600,1
709,811,6
0,728,3
711,712,15
234,243,1
343,936,7
373,689,1
49,601,1
307,823,1
1,658,2
338,828,1
374,727,1
492,710,1
712,713,14
225,985,1
367,934,1
757,984,4
269,658,1
0,326,5
226,366,1
756,935,1
485,728,1
528,648,6
342,343,8
243,727,10
325,649,5
268,486,1
1,527,4
225,728,1
247,505,1
326,496,1
243,591,2
0,497,1
530,648,1
604,727,1
367,756,5
592,603,1
366,659,6
163,281,1
246,506,1
164,658,5
226,242,5
280,985,1
473,579,1
244,602,3
827,918,1
254,990,1
462,484,1
98,472,1
0,529,1
828,917,1
62,723,4
467,799,1
468,722,2
528,991,3
710,860,1
483,820,1
463,819,1
709,861,1
603,712,1
97,580,2
722,776,2
58,890,1
130,990,2
63,243,3
85,823,3
446,798,1
244,299,2
62,300,3
1,172,1
192,225,2
224,585,1
193,584,1
775,799,2
86,712,3
215,713,3
0,468,2
173,822,1
467,891,3
445,723,1
57,991,1
129,216,1
798,919,1
241,713,4
254,479,1
199,799,5
83,215,1
454,480,1
32,200,1
82,244,5
129,455,1
918,991,1
242,712,1
33,722,1
1,253,1
47,164,1
48,658,1
163,985,5
528,853,1
225,326,2
325,659,1
366,649,1
648,854,1
323,727,1
164,527,1
322,592,1
216,253,1
308,776,1
130,599,1
129,600,1
173,722,1
254,822,1
890,991,4
172,309,1
193,224,2
723,798,2
468,599,1
172,600,1
129,644,1
36,299,1
254,643,1
253,799,1
1,192,1
822,898,1
244,772,1
130,202,1
216,775,1
203,921,1
0,63,1
173,897,1
101,773,1
243,922,1
35,102,1
35,343,1
495,867,1
243,344,1
5,799,2
34,844,1
712,891,2
494,868,1
130,722,1
6,253,2
216,843,1
0,130,1
723,843,1
34,244,1
722,844,1
225,527,1
35,243,1
62,713,1
224,528,1
244,722,1
243,799,1
501,853,1
500,991,1
242,430,2
712,854,3
241,431,2
492,597,1
351,482,1
723,852,1
0,225,1
352,481,1
224,853,1
493,596,1
74,470,1
230,713,3
231,798,3
215,799,3
1,722,3
216,224,4
344,469,1
63,990,1
669,687,1
76,244,1
398,541,1
225,312,3
185,540,3
129,896,3
354,834,1
254,895,3
184,399,1
77,668,1
243,313,2
62,688,1
75,343,1
353,835,1
198,467,2
197,344,1
129,713,1
225,253,1
12,224,1
24,597,1
468,596,2
0,603,1
244,990,1
343,587,2
130,586,1
11,723,1
254,602,2
853,991,2
25,62,1
224,344,1
303,338,1
290,990,1
225,586,1
289,713,1
129,603,1
197,597,1
302,339,1
344,935,3
577,728,1
481,493,1
482,709,1
232,906,1
231,811,1
242,829,1
828,898,1
658,710,2
492,659,4
498,688,1
689,897,2
907,984,1
0,1,1
497,578,1
256,572,1
477,492,1
255,573,1
493,984,5
1,628,1
242,629,1
688,728,1
828,985,3
727,898,1
0,829,3
476,659,1
243,810,1
250,393,1
728,916,1
325,917,2
154,527,2
1,153,2
649,984,2
249,394,1
225,757,2
20,714,1
19,715,1
243,916,1
793,799,1
529,712,2
446,597,2
225,467,2
1,819,1
0,580,1
98,579,2
224,603,2
97,794,1
820,990,1
447,596,2
468,584,1
585,722,1
0,799,1
516,766,1
515,767,1
225,999,2
226,591,2
247,756,1
728,998,2
242,592,2
246,757,1
497,984,2
367,496,2
163,757,1
246,985,1
247,527,1
1,756,1
0,252,1
242,418,4
83,243,4
1,712,4
200,722,4
251,696,4
695,919,4
798,991,1
723,918,2
419,990,4
0,991,2
62,225,1
252,798,1
184,951,2
541,950,2
344,990,2
62,67,2
77,343,2
63,668,2
66,244,2
76,669,2
130,243,1
253,313,1
810,898,4
394,695,2
728,935,1
344,492,1
1,242,4
696,897,2
393,584,2
381,689,2
688,710,2
382,583,4
658,728,3
186,527,2
129,252,2
185,528,2
54,63,2
215,723,2
0,677,1
254,798,2
55,918,2
676,991,1
241,974,1
713,973,1
155,935,2
710,828,2
344,459,2
154,460,2
584,897,2
381,829,2
688,985,1
0,689,2
688,973,1
972,985,1
