u,v,weight
373,374,39
37,38,40
368,369,40
345,346,40
410,411,40
289,713,1
695,919,4
405,406,40
43,44,40
919,920,40
286,287,40
768,769,40
406,407,40
346,347,40
401,402,38
130,131,40
378,379,40
966,967,40
925,926,40
438,439,40
319,320,40
168,169,40
989,990,15
444,445,36
687,688,32
719,720,40
536,537,40
779,780,39
990,991,15
628,629,39
477,478,40
720,721,40
569,570,40
963,964,38
812,813,39
661,662,35
753,754,39
845,846,39
468,469,39
694,695,33
905,906,39
997,998,38
879,880,39
971,972,38
475,476,39
535,536,40
627,628,38
853,854,36
476,477,39
568,569,40
449,450,39
660,661,39
509,510,40
978,979,39
601,602,29
450,451,40
693,694,40
542,543,40
602,603,28
634,635,40
970,971,39
483,484,37
575,576,40
635,636,40
667,668,36
516,517,40
727,728,24
608,609,40
819,820,38
457,458,40
668,669,35
549,550,40
609,610,40
641,642,40
852,853,35
490,491,40
701,702,40
582,583,36
793,794,39
642,643,39
674,675,40
523,524,40
583,584,25
615,616,40
826,827,39
675,676,36
918,919,35
726,727,25
616,617,40
648,649,32
859,860,38
708,709,32
557,558,40
800,801,39
649,650,40
741,742,39
700,701,40
590,591,31
833,834,39
682,683,40
774,775,36
623,624,40
866,867,38
715,716,40
977,978,39
707,708,40
992,993,38
464,465,40
933,934,39
556,557,40
984,985,25
497,498,39
589,590,38
907,908,39
530,531,38
489,490,39
622,623,40
471,472,38
563,564,40
991,992,39
504,505,39
463,464,39
596,597,32
445,446,37
537,538,40
748,749,38
629,630,40
478,479,34
689,690,40
570,571,40
781,782,38
511,512,39
722,723,15
681,682,40
603,604,39
452,453,40
663,664,40
544,545,39
865,866,39
755,756,31
714,715,39
696,697,40
655,656,40
577,578,39
637,638,39
688,689,33
821,822,36
670,671,40
721,722,14
813,814,39
703,704,40
662,663,40
795,796,36
754,755,39
644,645,39
695,696,34
906,907,38
828,829,33
998,999,38
636,637,40
728,729,39
669,670,40
972,973,38
485,486,39
913,914,39
518,519,40
610,611,39
459,460,37
551,552,40
510,511,40
979,980,37
492,493,32
451,452,40
584,585,36
920,921,37
543,544,40
525,526,40
484,485,38
576,577,38
466,467,29
558,559,40
517,518,39
499,500,39
458,459,38
802,803,39
550,551,40
532,533,40
491,492,32
702,703,40
473,474,40
643,644,39
565,566,39
776,777,39
524,525,39
506,507,40
827,828,32
465,466,40
676,677,39
809,810,32
617,618,40
860,861,38
750,751,40
498,499,40
709,710,31
952,953,40
801,802,39
650,651,39
893,894,38
783,784,40
742,743,39
591,592,36
834,835,39
724,725,39
683,684,39
894,895,37
926,927,40
775,776,34
986,987,40
624,625,40
137,138,40
835,836,40
247,248,40
867,868,38
757,758,40
716,717,40
927,928,39
188,189,40
808,809,40
657,658,24
868,869,40
900,901,40
749,750,39
960,961,40
598,599,37
111,112,40
841,842,39
690,691,40
203,204,40
901,902,40
782,783,40
295,296,40
993,994,40
144,145,40
842,843,38
874,875,37
103,104,40
236,237,40
934,935,32
195,196,40
815,816,40
539,540,37
875,876,39
136,137,40
269,270,40
967,968,40
228,229,40
816,817,39
77,78,40
908,909,40
531,532,40
169,170,40
513,514,40
151,152,40
849,850,39
472,473,39
941,942,40
564,565,40
790,791,39
656,657,38
882,883,39
505,506,39
974,975,40
597,598,40
487,488,40
235,236,40
446,447,38
538,539,40
630,631,39
520,521,40
479,480,38
571,572,39
461,462,39
631,632,39
512,513,40
25,26,40
723,724,39
572,573,39
604,605,39
494,495,39
453,454,39
664,665,40
545,546,40
756,757,32
17,18,40
605,606,40
848,849,40
486,487,40
697,698,40
335,336,40
546,547,37
940,941,39
578,579,37
789,790,40
638,639,40
881,882,39
519,520,40
730,731,39
579,580,34
973,974,39
611,612,40
822,823,36
671,672,40
914,915,39
552,553,39
763,764,40
612,613,40
823,824,40
855,856,40
704,705,38
217,218,40
915,916,38
553,554,40
947,948,38
176,177,40
796,797,40
645,646,39
856,857,40
888,889,40
117,118,40
737,738,40
948,949,40
586,587,38
980,981,39
797,798,16
209,210,40
829,830,40
678,679,39
889,890,35
527,528,23
921,922,39
150,151,40
770,771,39
981,982,40
619,620,40
830,831,40
862,863,40
91,92,40
711,712,15
334,335,40
922,923,40
954,955,40
771,772,36
803,804,40
275,276,40
863,864,40
165,166,40
895,896,37
124,125,40
744,745,40
955,956,40
987,988,40
804,805,40
216,217,40
836,837,40
896,897,32
928,929,39
745,746,40
157,158,40
988,989,40
139,140,40
837,838,39
460,461,40
309,310,40
341,342,40
929,930,40
190,191,40
778,779,39
39,40,40
282,283,40
870,871,40
493,494,39
131,132,40
962,963,40
585,586,38
811,812,39
72,73,40
283,284,40
677,678,40
315,316,40
903,904,40
526,527,22
164,165,40
769,770,40
995,996,39
618,619,40
467,468,30
316,317,40
710,711,39
559,560,39
257,258,40
651,652,39
500,501,39
743,744,40
560,561,40
592,593,40
652,653,39
684,685,40
501,502,40
533,534,39
593,594,40
625,626,40
474,475,40
685,686,40
717,718,40
534,535,40
243,313,2
566,567,40
777,778,40
38,39,40
626,627,40
658,659,26
869,870,40
507,508,38
718,719,40
567,568,40
961,962,39
599,600,37
810,811,32
448,449,40
659,660,40
691,692,40
508,509,38
902,903,40
540,541,37
751,752,40
12,13,40
600,601,39
994,995,39
632,633,39
843,844,38
481,482,38
104,105,40
692,693,39
541,542,39
935,936,33
573,574,40
784,785,40
13,14,40
45,46,40
633,634,40
844,845,39
665,666,40
482,483,39
876,877,38
105,106,40
725,726,38
936,937,40
574,575,40
968,969,40
785,786,40
817,818,40
78,79,40
666,667,40
877,878,40
515,516,39
909,910,40
138,139,40
758,759,39
969,970,40
607,608,38
818,819,36
456,457,40
850,851,39
79,80,40
699,700,40
910,911,40
548,549,40
942,943,40
759,760,40
791,792,40
20,21,40
52,53,40
640,641,40
263,264,40
851,852,39
883,884,39
112,113,40
66,244,2
732,733,40
943,944,40
975,976,40
792,793,39
204,205,40
824,825,40
447,448,40
673,674,40
296,297,40
884,885,40
916,917,37
145,146,40
765,766,39
976,977,39
26,27,40
237,238,40
825,826,40
857,858,40
86,87,40
480,481,37
329,330,40
917,918,33
949,950,38
766,767,39
178,179,40
27,28,40
270,271,40
858,859,40
119,120,40
950,951,38
211,212,40
799,800,40
60,61,40
454,455,39
271,272,40
303,304,40
891,892,40
514,515,39
740,741,40
983,984,24
212,213,40
606,607,40
244,245,40
832,833,39
455,456,40
304,305,40
698,699,40
924,925,39
547,548,40
639,640,40
488,489,40
731,732,40
957,958,40
186,187,40
580,581,40
278,279,40
672,673,39
310,311,40
521,522,40
764,765,40
581,582,40
613,614,40
462,463,39
705,706,40
522,523,40
554,555,40
25,62,1
614,615,40
646,647,40
495,496,32
706,707,38
738,739,39
555,556,40
193,194,40
587,588,40
798,799,16
59,60,40
647,648,32
679,680,40
496,497,36
890,891,35
528,529,31
739,740,40
588,589,39
982,983,39
620,621,40
831,832,40
469,470,39
680,681,40
712,713,14
529,530,38
923,924,40
561,562,39
772,773,38
621,622,40
653,654,39
470,471,40
864,865,40
502,503,40
713,714,38
562,563,39
956,957,40
594,595,40
805,806,40
654,655,39
686,687,37
503,504,40
897,898,31
158,159,40
746,747,40
595,596,16
67,68,39
40,41,39
251,252,35
73,74,39
284,285,38
133,134,39
14,15,39
74,75,39
47,48,39
226,227,39
48,49,39
140,141,39
232,233,39
324,325,31
173,174,39
22,23,39
233,234,39
265,266,39
114,115,39
325,326,32
206,207,39
298,299,36
299,300,37
331,332,39
332,333,38
306,307,37
113,114,39
1,192,1
88,89,39
305,306,39
3,4,39
246,247,37
35,36,39
338,339,39
36,37,39
68,69,39
279,280,39
220,221,39
312,313,37
10,11,39
253,254,17
102,103,39
313,314,38
194,195,39
227,228,39
287,288,39
327,328,39
268,269,38
108,109,39
49,50,39
109,110,39
201,202,39
142,143,39
234,235,39
326,327,39
24,25,39
267,268,38
57,58,39
89,90,39
90,91,39
182,183,39
174,175,39
307,308,34
248,249,38
189,190,39
222,223,39
314,315,39
70,71,39
44,45,39
255,256,38
288,289,37
280,281,39
170,171,39
262,263,38
221,222,39
254,255,39
177,178,39
118,119,39
321,322,38
243,244,18
202,203,39
51,52,39
143,144,39
328,329,39
302,303,38
250,251,34
58,59,39
301,302,39
276,277,38
308,309,39
6,7,39
249,250,39
98,99,39
243,727,9
256,257,38
343,936,7
289,290,38
290,291,39
231,232,39
323,324,38
264,265,39
71,72,39
322,323,39
297,298,39
238,239,39
330,331,39
1,2,39
336,337,39
245,246,32
277,278,39
126,127,39
337,338,38
311,312,37
252,253,15
285,286,38
92,93,39
125,126,39
7,8,39
132,133,38
192,193,37
41,42,38
225,226,31
199,200,35
240,241,30
214,215,15
54,55,38
153,154,36
154,155,38
101,102,38
135,136,38
42,43,38
241,242,17
215,216,16
5,6,38
728,998,2
130,253,12
257,990,1
163,164,30
196,197,38
155,156,37
229,230,37
162,163,32
210,211,32
110,111,38
191,192,37
224,225,17
183,184,37
32,33,38
65,66,38
198,199,35
172,173,37
223,224,16
197,198,38
46,47,38
230,231,36
171,172,37
152,153,38
93,94,38
185,186,38
218,219,36
219,220,37
184,185,32
33,34,38
66,67,38
100,101,37
81,82,34
61,62,15
62,63,15
128,129,15
76,77,33
199,799,5
75,76,37
82,83,34
23,24,37
56,57,37
1,153,2
31,32,35
97,98,37
4,5,36
11,12,37
96,97,37
18,19,37
129,130,15
85,86,37
84,85,37
19,20,37
53,54,36
34,35,34
798,919,1
890,991,4
82,244,5
0,723,9
419,990,4
242,418,4
366,659,6
0,677,1
225,326,1
0,326,5
83,243,4
367,756,5
225,586,1
225,757,1
810,898,4
757,984,4
251,696,3
325,649,4
226,242,5
163,985,5
585,722,1
528,648,6
164,658,5
243,810,1
216,224,4
493,984,5
0,689,2
62,216,7
492,659,4
529,712,2
254,798,2
0,468,2
63,215,12
129,254,10
1,658,2
241,713,4
1,798,3
603,712,1
224,344,1
1,527,4
713,798,7
216,243,7
0,991,2
1,990,7
722,799,6
712,991,6
62,723,4
225,999,2
130,722,1
0,252,1
1,722,3
242,712,1
1,712,4
342,343,8
0,1,1
1,242,1
0,63,1
216,798,2
129,644,1
382,583,4
0,829,3
688,985,1
712,854,3
722,776,2
12,224,1
129,600,1
35,343,1
602,991,1
225,467,1
344,802,1
584,897,2
5,799,2
230,713,3
254,643,1
54,63,2
298,658,1
728,935,1
723,798,1
62,94,1
63,93,1
192,225,2
710,828,2
344,990,2
254,822,1
129,455,1
528,991,3
231,798,3
268,591,1
658,728,3
0,728,3
62,300,3
86,712,3
224,585,1
225,312,3
85,823,3
254,479,1
215,713,3
129,896,3
343,563,1
467,891,3
244,602,3
130,202,1
185,540,3
63,243,3
828,985,3
343,803,1
344,935,3
468,599,1
254,895,3
723,843,1
241,431,2
254,602,2
154,460,2
225,990,2
658,710,2
154,527,2
215,799,2
77,343,2
649,984,2
63,668,2
853,991,2
130,990,2
98,579,2
226,591,2
446,597,2
688,710,2
224,603,2
447,596,2
186,527,2
723,918,2
367,496,2
197,597,1
497,984,2
541,950,2
129,252,2
97,580,2
193,224,2
325,917,2
184,951,2
696,897,2
468,722,2
343,587,2
243,591,2
62,67,2
775,799,2
198,467,2
689,897,2
55,918,2
381,689,2
242,659,2
394,695,2
393,584,2
76,669,2
244,299,2
155,935,2
468,596,2
810,985,2
242,430,2
130,860,1
344,459,2
6,253,2
253,585,1
688,973,1
175,979,1
651,908,1
299,422,1
597,875,1
69,755,1
172,600,1
590,652,1
174,980,1
193,584,1
711,866,1
592,603,1
68,307,1
306,867,1
130,907,1
110,812,1
265,423,1
822,898,1
256,269,1
216,843,1
266,657,1
445,723,1
323,727,1
109,813,1
772,775,1
604,727,1
596,723,1
473,579,1
252,479,1
343,991,1
227,468,1
422,991,1
129,811,1
72,850,1
373,689,1
493,935,1
101,773,1
688,728,1
49,601,1
58,890,1
102,713,1
251,528,1
34,844,1
225,985,1
1,172,1
103,467,1
254,810,1
324,597,1
632,777,1
367,934,1
62,780,1
344,712,1
143,359,1
584,883,1
71,90,1
343,750,1
423,712,1
129,216,1
597,742,1
130,224,1
36,299,1
308,822,1
327,353,1
50,600,1
130,599,1
655,722,1
308,776,1
483,820,1
224,633,1
307,823,1
268,486,1
47,164,1
495,867,1
366,649,1
562,603,1
133,325,1
494,868,1
254,990,1
269,658,1
253,799,1
585,882,1
723,779,1
247,505,1
743,983,1
226,366,1
531,584,1
352,713,1
749,861,1
827,918,1
62,468,1
462,484,1
326,496,1
82,480,1
454,480,1
246,506,1
172,309,1
83,527,1
253,328,1
89,851,1
98,472,1
322,592,1
216,775,1
32,200,1
225,241,1
19,984,1
244,928,1
173,822,1
331,603,1
215,529,1
203,921,1
7,509,1
688,898,1
756,935,1
338,828,1
485,728,1
0,497,1
463,819,1
729,990,1
325,659,1
290,646,1
33,722,1
291,645,1
48,658,1
242,798,1
0,929,1
344,528,1
134,243,1
709,861,1
648,854,1
710,860,1
35,102,1
63,530,1
374,727,1
446,798,1
492,710,1
8,508,1
530,648,1
654,799,1
163,281,1
280,985,1
228,602,1
332,467,1
1,776,1
235,897,1
596,876,1
234,243,1
337,829,1
144,358,1
828,917,1
224,528,1
74,470,1
723,852,1
0,225,1
62,688,1
907,984,1
241,974,1
242,829,1
722,844,1
246,985,1
24,597,1
352,481,1
35,243,1
76,244,1
244,722,1
828,898,1
727,898,1
0,603,1
255,573,1
515,767,1
516,766,1
253,313,1
482,709,1
972,985,1
303,338,1
351,482,1
302,339,1
75,343,1
1,628,1
97,794,1
232,906,1
197,344,1
290,990,1
250,393,1
798,991,1
224,853,1
669,687,1
243,799,1
493,596,1
184,399,1
129,713,1
129,603,1
501,853,1
249,394,1
354,834,1
481,493,1
398,541,1
497,578,1
476,659,1
492,597,1
252,798,1
793,799,1
20,714,1
353,835,1
163,757,1
728,916,1
344,469,1
477,492,1
130,586,1
242,629,1
1,819,1
77,668,1
19,715,1
500,991,1
63,990,1
247,756,1
468,584,1
11,723,1
225,527,1
247,527,1
231,811,1
498,688,1
62,713,1
256,572,1
246,757,1
577,728,1
