u,v,weight
72,73,40
67,68,34
8,9,40
40,41,39
1,24,1
96,97,27
41,42,40
18,19,29
14,15,37
9,10,38
15,16,37
47,48,40
42,43,36
0,46,1
25,45,1
38,39,38
48,49,40
80,81,36
75,76,41
85,86,32
71,72,33
16,17,39
81,82,39
12,13,40
77,78,41
22,23,39
49,50,40
13,14,36
55,56,37
50,51,36
82,83,40
51,52,38
46,47,39
78,79,40
83,84,38
19,20,33
79,80,37
56,57,38
20,21,38
52,53,25
57,58,41
89,90,40
53,54,23
30,31,32
25,26,39
90,91,40
26,27,41
21,22,39
86,87,35
31,32,41
17,18,36
27,28,33
54,55,40
64,65,36
5,6,41
97,98,28
1,2,29
28,29,32
93,94,41
84,85,38
29,30,30
61,62,19
2,3,28
62,63,39
94,95,41
58,59,38
3,4,41
35,36,41
95,96,41
91,92,18
36,37,37
68,69,36
63,64,33
32,33,39
59,60,32
4,5,41
69,70,40
65,66,37
10,11,37
92,93,22
37,38,37
6,7,36
33,34,39
98,99,41
43,44,34
70,71,33
39,40,37
34,35,41
66,67,39
11,12,40
76,77,41
74,89,4
75,88,8
7,8,38
44,45,37
54,86,2
73,74,9
74,75,11
28,87,1
47,57,1
50,56,1
2,98,2
45,46,38
23,24,39
1,60,1
24,25,36
29,97,2
61,92,2
13,48,1
53,93,1
14,64,1
87,88,17
88,89,18
49,65,1
0,3,2
1,15,1
0,75,5
60,61,10
55,74,1
16,54,1
46,59,1
45,60,1
11,86,1
30,74,2
29,87,1
0,1,4
10,75,2
60,83,1
59,84,1
1,53,1
0,54,5
29,75,1
3,97,3
61,86,2
53,57,1
7,69,1
2,93,1
56,98,1
1,68,1
87,92,2
8,60,1
72,80,1
73,79,1
38,62,1
31,65,1
30,66,1
75,92,2
1,28,1
0,93,1
19,74,1
39,61,1
18,29,1
0,44,1
53,98,4
74,93,3
43,54,2
54,97,2
19,75,1
3,74,3
2,42,1
0,20,2
1,41,1
1,88,5
66,89,1
67,74,1
71,75,1
0,72,1
54,92,1
80,98,1
44,53,1
19,81,1
43,93,1
75,97,1
1,92,3
0,89,7
23,81,1
19,88,2
11,22,2
61,82,1
18,31,1
30,62,2
18,23,1
0,31,2
10,89,1
61,75,3
30,93,3
1,61,2
64,92,4
2,75,1
3,24,1
1,74,6
0,66,1
44,65,1
93,97,1
92,98,2
25,53,1
44,97,1
43,75,1
2,81,1
1,66,1
67,80,1
74,91,1
0,62,2
37,89,1
33,75,2
15,90,1
34,88,1
14,38,3
34,85,1
62,88,2
1,19,1
20,74,1
1,51,3
2,54,2
60,98,1
28,61,3
47,97,1
8,92,1
7,93,1
29,46,1
45,92,1
44,93,2
3,19,1
2,56,1
20,53,1
17,97,1
16,98,1
17,53,1
2,20,1
19,45,1
0,98,1
3,16,1
56,97,1
63,72,1
1,71,1
61,89,7
64,74,1
61,93,1
30,41,1
40,62,1
31,63,1
62,71,3
72,88,1
53,69,2
3,86,1
29,68,1
0,52,2
60,93,4
8,68,1
3,92,1
7,29,1
31,88,1
62,64,2
65,74,2
1,18,1
19,30,1
1,30,1
31,61,3
1,86,1
0,87,2
28,69,2
53,61,1
68,85,2
54,84,1
2,29,1
1,84,1
61,72,3
62,74,4
71,89,1
1,39,1
40,88,2
20,75,1
21,53,2
39,75,1
1,20,1
15,25,2
37,62,2
0,26,2
