u,v,weight
3,4,41
26,27,41
35,36,41
95,96,41
31,32,41
77,78,41
13,48,1
33,75,2
49,65,1
0,26,2
4,5,41
15,90,1
5,6,41
34,85,1
93,94,41
11,22,2
30,41,1
98,99,41
8,68,1
57,58,41
34,35,41
75,76,41
76,77,41
94,95,41
7,69,1
72,73,40
90,91,40
18,23,1
12,13,40
8,9,40
49,50,40
61,82,1
54,55,40
40,62,1
41,42,40
82,83,40
69,70,40
28,69,2
78,79,40
34,88,1
46,59,1
29,46,1
56,97,1
47,97,1
1,84,1
47,48,40
37,62,2
25,45,1
1,41,1
23,81,1
48,49,40
89,90,40
11,12,40
14,38,3
21,53,2
8,92,1
81,82,39
21,22,39
22,23,39
40,41,39
45,92,1
60,83,1
25,26,39
56,98,1
32,33,39
19,45,1
1,39,1
46,47,39
1,51,3
8,60,1
23,24,39
2,56,1
59,84,1
10,75,2
15,25,2
33,34,39
72,80,1
0,46,1
40,88,2
54,84,1
66,67,39
62,63,39
31,63,1
16,17,39
53,69,2
58,59,38
67,80,1
45,46,38
2,81,1
51,52,38
18,31,1
30,66,1
9,10,38
3,24,1
61,72,3
83,84,38
44,65,1
62,64,1
11,86,1
56,57,38
45,60,1
50,56,1
17,53,1
20,21,38
84,85,38
38,39,38
1,68,1
65,74,2
39,61,1
37,89,1
7,8,38
44,45,37
2,42,1
80,98,1
36,37,37
17,97,1
29,68,1
55,56,37
1,24,1
71,89,1
14,15,37
64,92,4
10,11,37
65,66,37
19,81,1
37,38,37
79,80,37
15,16,37
0,31,2
43,93,1
39,40,37
61,86,2
42,43,36
80,81,36
44,97,1
13,14,36
2,20,1
62,71,3
50,51,36
24,25,36
17,18,36
64,65,36
43,54,2
68,85,2
68,69,36
6,7,36
74,89,4
1,28,1
3,19,1
60,98,1
28,61,3
67,74,1
72,88,1
86,87,35
0,20,1
44,53,1
31,61,3
67,68,34
28,87,1
2,98,2
2,29,1
63,72,1
1,71,1
20,53,1
18,29,1
43,44,34
0,3,2
1,86,1
71,72,33
19,20,33
30,93,1
27,28,33
29,87,1
63,64,33
70,71,33
29,75,1
53,98,4
85,86,32
1,19,1
3,74,1
93,97,1
29,97,2
30,31,32
28,29,32
61,89,7
59,60,32
3,97,3
19,88,2
30,74,1
2,54,2
1,18,1
0,93,1
29,30,30
18,19,29
74,93,3
1,2,29
0,54,3
97,98,28
2,3,28
96,97,27
75,92,2
0,52,2
60,93,4
0,89,7
52,53,25
75,88,7
54,92,1
53,61,1
62,74,4
53,54,23
92,93,22
87,92,2
0,87,2
61,92,1
74,91,1
61,62,19
88,89,18
91,92,18
87,88,17
0,75,5
1,74,4
74,75,11
60,61,10
73,74,9
0,1,4
39,75,1
1,20,1
