u,v,weight
81,82,38
90,91,38
48,85,2
3,4,38
67,68,38
41,49,2
35,36,38
26,27,38
58,59,38
1,95,2
78,80,4
23,77,4
31,32,38
86,87,38
49,50,38
17,18,38
36,37,38
27,28,38
91,92,38
68,69,38
1,73,1
13,14,38
63,64,38
54,55,38
64,65,38
55,56,38
50,51,38
96,97,38
13,84,1
82,83,38
18,19,38
59,60,38
10,45,1
69,70,38
51,52,38
23,24,38
78,79,38
87,88,38
0,62,1
97,98,38
14,15,38
74,75,38
65,66,38
10,11,38
19,20,38
28,29,38
53,54,38
92,93,38
93,94,38
24,25,38
88,89,38
6,7,38
56,57,38
33,34,38
42,43,38
98,99,38
20,21,38
29,30,38
70,71,38
52,53,38
16,42,1
39,40,38
71,72,38
57,58,38
89,90,38
34,35,38
75,76,38
2,3,38
66,67,38
85,86,38
12,96,2
7,8,38
62,63,38
30,31,38
6,9,1
25,26,38
72,73,37
73,74,37
9,10,37
15,16,37
38,39,37
16,17,37
6,45,6
0,13,5
47,48,36
48,49,36
1,2,36
61,62,36
94,95,36
95,96,36
32,33,36
37,38,36
43,44,36
1,22,3
8,9,35
46,47,35
77,78,34
21,22,34
46,80,2
76,77,34
22,23,33
5,46,2
12,13,32
41,85,8
5,6,31
45,46,30
79,80,30
60,61,30
1,84,6
44,45,28
0,42,4
4,5,27
80,81,25
41,42,24
84,85,24
11,12,24
83,84,21
40,41,19
0,1,18
