pan,genome id,genome size,path_id,length
simulated,10,100,0,23
simulated,10,100,1,39
simulated,10,100,2,22
simulated,10,100,3,16
simulated,13,100,0,16
simulated,13,100,1,25
simulated,13,100,2,5
simulated,13,100,3,54
simulated,14,100,0,27
simulated,14,100,1,32
simulated,14,100,2,41
simulated,26,100,0,16
simulated,26,100,1,43
simulated,26,100,2,29
simulated,26,100,3,12
simulated,28,100,0,41
simulated,28,100,1,16
simulated,28,100,2,43
simulated,30,100,0,29
simulated,30,100,1,16
simulated,30,100,2,12
simulated,30,100,3,43
simulated,32,100,0,39
simulated,32,100,1,61
simulated,34,100,0,40
simulated,34,100,1,16
simulated,34,100,2,12
simulated,34,100,3,29
simulated,34,100,4,3
simulated,36,100,0,35
simulated,36,100,1,5
simulated,36,100,2,20
simulated,36,100,3,40
simulated,37,100,0,41
simulated,37,100,1,43
simulated,37,100,2,16
simulated,38,100,0,16
simulated,38,100,1,41
simulated,38,100,2,6
simulated,38,100,3,37
simulated,43,100,0,5
simulated,43,100,1,17
simulated,43,100,2,3
simulated,43,100,3,32
simulated,43,100,4,23
simulated,43,100,5,20
simulated,44,100,0,20
simulated,44,100,1,32
simulated,44,100,2,3
simulated,44,100,3,17
simulated,44,100,4,23
simulated,44,100,5,5
simulated,45,100,0,26
simulated,45,100,1,36
simulated,45,100,2,7
simulated,45,100,3,5
simulated,45,100,4,12
simulated,45,100,5,11
simulated,45,100,6,3
simulated,46,100,0,26
simulated,46,100,1,36
simulated,46,100,2,7
simulated,46,100,3,5
simulated,46,100,4,12
simulated,46,100,5,11
simulated,46,100,6,3
simulated,48,100,0,5
simulated,48,100,1,20
simulated,48,100,2,35
simulated,48,100,3,4
simulated,48,100,4,36
simulated,49,100,0,20
simulated,49,100,1,32
simulated,49,100,2,3
simulated,49,100,3,17
simulated,49,100,4,23
simulated,49,100,5,2
simulated,49,100,6,3
simulated,50,100,0,20
simulated,50,100,1,32
simulated,50,100,2,3
simulated,50,100,3,17
simulated,50,100,4,23
simulated,50,100,5,2
simulated,50,100,6,3
simulated,51,100,0,61
simulated,51,100,1,39
simulated,52,100,0,39
simulated,52,100,1,61
simulated,56,100,0,40
simulated,56,100,1,16
simulated,56,100,2,12
simulated,56,100,3,29
simulated,56,100,4,3
simulated,58,100,0,5
simulated,58,100,1,95
simulated,59,100,0,5
simulated,59,100,1,95
simulated,60,100,0,5
simulated,60,100,1,95
simulated,61,100,0,16
simulated,61,100,1,6
simulated,61,100,2,12
simulated,61,100,3,29
simulated,61,100,4,37
simulated,62,100,0,12
simulated,62,100,1,6
simulated,62,100,2,16
simulated,62,100,3,29
simulated,62,100,4,37
simulated,63,100,0,40
simulated,63,100,1,16
simulated,63,100,2,12
simulated,63,100,3,29
simulated,63,100,4,3
simulated,64,100,0,40
simulated,64,100,1,16
simulated,64,100,2,12
simulated,64,100,3,29
simulated,64,100,4,3
simulated,65,100,0,61
simulated,65,100,1,39
simulated,66,100,0,61
simulated,66,100,1,39
simulated,67,100,0,16
simulated,67,100,1,40
simulated,67,100,2,12
simulated,67,100,3,29
simulated,67,100,4,3
simulated,68,100,0,12
simulated,68,100,1,40
simulated,68,100,2,16
simulated,68,100,3,29
simulated,68,100,4,3
simulated,69,100,0,33
simulated,69,100,1,39
simulated,69,100,2,28
simulated,70,100,0,33
simulated,70,100,1,39
simulated,70,100,2,28
simulated,71,100,0,29
simulated,71,100,1,16
simulated,71,100,2,12
simulated,71,100,3,40
simulated,71,100,4,3
simulated,72,100,0,29
simulated,72,100,1,16
simulated,72,100,2,12
simulated,72,100,3,40
simulated,72,100,4,3
simulated,73,100,0,5
simulated,73,100,1,20
simulated,73,100,2,35
simulated,73,100,3,36
simulated,73,100,4,4
simulated,74,100,0,5
simulated,74,100,1,20
simulated,74,100,2,35
simulated,74,100,3,4
simulated,74,100,4,36
