gene size,replicate,genomes gt,genomes inf,runtime_phases_1-3,runtime_phase_4,total_runtime,alpha,gamma
50,1,30,30,0.2105882420000853,4.040048224851489e-07,0.2105886460049078,0.25,1.0
50,1,44,16,0.027894571001525037,3.7199060898274183e-07,0.02789494299213402,0.5,1.0
50,1,64,48,46.578750708998996,3.7299469113349915e-07,46.57875108199369,1.0,1.0
50,1,28,104,0.19188412399671506,3.8799771573394537e-07,0.1918845119944308,1.0,0.5
50,1,16,7,0.005231925999396481,1.5100522432476282e-07,0.005232077004620805,1.0,0.25
50,2,60,54,42.28335810100543,4.629982868209481e-07,42.28335856400372,0.25,1.0
50,2,3,3,0.025347794013214298,1.5299883671104908e-07,0.02534794701205101,0.5,1.0
50,2,14,105,0.11786496199783869,2.839951775968075e-07,0.11786524599301629,1.0,1.0
50,2,68,68,1.4273783929966157,2.680026227608323e-07,1.4273786609992385,1.0,0.5
50,2,61,106,0.3028238870028872,2.6500492822378874e-07,0.30282415200781543,1.0,0.25
50,3,57,26,0.06148627800575923,1.3499811757355928e-07,0.061486413003876805,0.25,1.0
50,3,35,53,0.11609996401239187,2.619926817715168e-07,0.11610022600507364,0.5,1.0
50,3,68,68,1.4126817229989683,2.7799978852272034e-07,1.4126820009987568,1.0,1.0
50,3,33,17,0.02714891600771807,3.149907570332289e-07,0.027149230998475105,1.0,0.5
50,3,21,103,0.1573175910016289,3.5398988984525204e-07,0.15731794499151874,1.0,0.25
50,4,3,5,0.0059211859916104,1.809967216104269e-07,0.005921366988332011,0.25,1.0
50,4,30,105,0.16958854299446102,2.5700137484818697e-07,0.16958879999583587,0.5,1.0
50,4,69,8,0.01737084200431127,2.7198984753340483e-07,0.017371113994158804,1.0,1.0
50,4,28,104,0.16135298598965164,1.590087777003646e-07,0.16135314499842934,1.0,0.5
50,4,7,101,0.08883679599966854,2.899905666708946e-07,0.08883708599023521,1.0,0.25
50,5,64,106,0.3133017050131457,3.9998849388211966e-07,0.3133021050016396,0.25,1.0
50,5,44,107,0.2272032860055333,1.939915819093585e-07,0.2272034799971152,0.5,1.0
50,5,69,53,0.163224796007853,1.8900027498602867e-07,0.163224985008128,1.0,1.0
50,5,37,27,0.037778222002089024,1.6500416677445173e-07,0.0377783870062558,1.0,0.5
50,5,11,50,0.03980137800681405,1.7600541468709707e-07,0.039801554012228735,1.0,0.25
100,1,14,101,0.2121498959895689,3.9700535126030445e-07,0.21215029299492016,0.25,1.0
100,1,60,65,0.341576745006023,1.6400008462369442e-07,0.3415769090061076,0.5,1.0
100,1,62,107,0.5731282729975646,5.119945853948593e-07,0.57312878499215,1.0,1.0
100,1,18,18,0.17847737899865024,1.5700061339884996e-07,0.17847753599926364,1.0,0.5
100,1,7,10,0.015464376992895268,2.760061761364341e-07,0.015464652999071404,1.0,0.25
100,2,38,38,0.8264159760001348,3.1100353226065636e-07,0.8264162870036671,0.25,1.0
100,2,34,34,0.6467362730036257,2.7198984753340483e-07,0.6467365449934732,0.5,1.0
100,2,4,3,0.0057582980080042034,2.500019036233425e-07,0.005758548009907827,1.0,1.0
100,2,16,105,0.2650587620009901,3.7900463212281466e-07,0.2650591410056222,1.0,0.5
100,2,69,105,0.6862336729973322,4.410103429108858e-07,0.6862341140076751,1.0,0.25
100,3,31,20,0.046919906002585776,2.0899460650980473e-07,0.046920114997192286,0.25,1.0
100,3,44,4,0.014895390995661728,1.9300205167382956e-07,0.014895583997713402,0.5,1.0
100,3,6,6,0.6641190899972571,2.839951775968075e-07,0.6641193739924347,1.0,1.0
100,3,45,82,0.3766487459943164,3.050081431865692e-07,0.3766490510024596,1.0,0.5
100,3,52,105,0.501636924003833,5.640031304210424e-07,0.5016374880069634,1.0,0.25
100,4,61,106,0.5754754510126077,3.929890226572752e-07,0.5754758440016303,0.25,1.0
100,4,40,107,0.4265555359888822,2.3000757209956646e-07,0.4265557659964543,0.5,1.0
100,4,32,28,24.39190424401022,2.979941200464964e-07,24.39190454200434,1.0,1.0
100,4,35,35,0.7025852899969323,3.730092430487275e-07,0.7025856630061753,1.0,0.5
100,4,46,46,1.2198548739979742,3.1100353226065636e-07,1.2198551850015065,1.0,0.25
100,5,57,57,1.9757985940086655,4.2800093069672585e-07,1.9757990220095962,0.25,1.0
100,5,31,104,0.33616853698913474,4.2399915400892496e-07,0.33616896098828875,0.5,1.0
100,5,22,107,0.2744636949937558,2.0999868866056204e-07,0.27446390499244444,1.0,1.0
100,5,15,104,0.22398425599385519,1.9400613382458687e-07,0.223984449999989,1.0,0.5
100,5,18,104,0.22772909799823537,2.8000795282423496e-07,0.2277293780061882,1.0,0.25
150,1,4,4,0.044785131001845,3.1899253372102976e-07,0.04478544999437872,0.25,1.0
150,1,57,46,124.71510410500923,4.5499473344534636e-07,124.71510456000397,0.5,1.0
150,1,20,103,0.33390857800259255,3.680033842101693e-07,0.33390894600597676,1.0,1.0
150,1,56,48,125.83200804400258,3.9300357457250357e-07,125.83200843700615,1.0,0.5
150,1,35,35,1.1806694739934755,2.3799657355993986e-07,1.180669711990049,1.0,0.25
150,2,9,105,0.2560763050132664,3.2399839255958796e-07,0.25607662901165895,0.25,1.0
150,2,16,104,0.28682167500664946,4.819885361939669e-07,0.28682215699518565,0.5,1.0
150,2,63,63,5.6188750980072655,5.829933797940612e-07,5.618875681000645,1.0,1.0
150,2,20,92,0.8476013040053658,7.189955795183778e-07,0.8476020230009453,1.0,0.5
150,2,24,107,0.9053261169901816,5.010078893974423e-07,0.905326617998071,1.0,0.25
150,3,43,101,1.2266637200082187,3.9600126910954714e-07,1.2266641160094878,0.25,1.0
150,3,32,61,0.575260330006131,4.43993485532701e-07,0.5752607739996165,0.5,1.0
150,3,59,59,4.396521438000491,4.2001192923635244e-07,4.39652185801242,1.0,1.0
150,3,27,23,28.667391558992676,4.220055416226387e-07,28.667391980998218,1.0,0.5
150,3,51,47,100.5919133869902,4.260073183104396e-07,100.59191381299752,1.0,0.25
150,4,2,2,0.021842884001671337,3.9300357457250357e-07,0.02184327700524591,0.25,1.0
150,4,69,69,5.04031844799465,3.6400160752236843e-07,5.040318811996258,0.5,1.0
150,4,51,51,2.5111311380023835,3.649911377578974e-07,2.5111315029935213,1.0,1.0
150,4,36,105,0.5766623240051558,3.080058377236128e-07,0.5766626320109935,1.0,0.5
150,4,12,103,0.24893694899219554,1.9599974621087313e-07,0.24893714499194175,1.0,0.25
150,5,7,7,2.1708342350029852,3.7199060898274183e-07,2.170834606993594,0.25,1.0
150,5,28,28,0.7630500770028448,2.710003172978759e-07,0.7630503480031621,0.5,1.0
150,5,26,106,0.453853105995222,2.9199873097240925e-07,0.45385339799395297,1.0,1.0
150,5,44,41,81.86630651500309,4.390021786093712e-07,81.86630695400527,1.0,0.5
150,5,56,56,3.131014533006237,3.8999132812023163e-07,3.131014922997565,1.0,0.25
200,1,7,7,0.14720181000302546,3.57002136297524e-07,0.14720216700516175,0.25,1.0
200,1,63,105,1.120055717008654,3.949971869587898e-07,1.120056112005841,0.5,1.0
200,1,28,28,1.117997118999483,4.070025170221925e-07,1.117997526002,1.0,1.0
200,1,69,76,0.825192677002633,2.809974830597639e-07,0.825192958000116,1.0,0.5
200,1,64,63,0.686594133003382,4.649918992072344e-07,0.6865945979952812,1.0,0.25
200,2,42,106,0.8289219089929247,2.76995706371963e-07,0.8289221859886311,0.25,1.0
200,2,16,16,0.4619984440068947,2.6500492822378874e-07,0.46199870901182294,0.5,1.0
200,2,38,104,0.7668862669961527,2.890010364353657e-07,0.7668865559971891,1.0,1.0
200,2,12,12,7.920681959003559,5.129986675456166e-07,7.920682472002227,1.0,0.5
200,2,24,24,0.8745169920002809,3.9800943341106176e-07,0.8745173900097143,1.0,0.25
200,3,41,107,0.8237648500071373,4.7399953473359346e-07,0.823765324006672,0.25,1.0
200,3,48,110,0.9651196909981081,3.0999945010989904e-07,0.9651200009975582,0.5,1.0
200,3,21,103,0.47831575099553447,1.8799619283527136e-07,0.4783159389917273,1.0,1.0
200,3,4,103,0.18184029900294263,4.4998887460678816e-07,0.18184074899181724,1.0,0.5
200,3,31,105,0.6264843739918433,3.699969965964556e-07,0.6264847439888399,1.0,0.25
200,4,29,35,0.4326140599878272,1.5100522432476282e-07,0.43261421099305153,0.25,1.0
200,4,27,26,39.89267513099185,5.690089892596006e-07,39.89267570000084,0.5,1.0
200,4,50,76,2.2428620739956386,3.530003596097231e-07,2.2428624269959982,1.0,1.0
200,4,70,110,1.2249290559993824,3.43992724083364e-07,1.2249293999921065,1.0,0.5
200,4,28,28,1.2178828000032809,4.2299507185816765e-07,1.2178832229983527,1.0,0.25
200,5,67,109,1.1538532639970072,2.720043994486332e-07,1.1538535360014066,0.25,1.0
200,5,4,102,0.1757916080096038,2.609885996207595e-07,0.17579186899820343,0.5,1.0
200,5,9,103,0.2568782070011366,4.040048224851489e-07,0.2568786110059591,1.0,1.0
200,5,18,104,0.3849669160117628,2.6899215299636126e-07,0.3849671850039158,1.0,0.5
200,5,51,51,3.302428041002713,3.699969965964556e-07,3.3024284109997097,1.0,0.25
250,1,48,48,3.9304827059968375,4.080065991729498e-07,3.9304831140034366,0.25,1.0
250,1,61,61,6.525460990000283,4.2800093069672585e-07,6.525461418001214,0.5,1.0
250,1,54,106,1.1098499110084958,3.569875843822956e-07,1.1098502679960802,1.0,1.0
250,1,70,105,1.4293465149967233,3.9099541027098894e-07,1.4293469059921335,1.0,0.5
250,1,49,49,4.129557017004117,4.2800093069672585e-07,4.129557445005048,1.0,0.25
250,2,6,102,0.30295470799319446,4.780013114213943e-07,0.3029551859945059,0.25,1.0
250,2,42,42,3.3132175039936556,3.440072759985924e-07,3.3132178480009316,0.5,1.0
250,2,26,106,0.6692048359982437,3.850000211969018e-07,0.6692052209982648,1.0,1.0
250,2,57,46,205.25243865199445,4.489993443712592e-07,205.2524391009938,1.0,0.5
250,2,31,105,0.7595941280014813,2.5199551600962877e-07,0.7595943799969973,1.0,0.25
250,3,26,23,42.6809712920076,2.9099464882165194e-07,42.68097158300225,0.25,1.0
250,3,37,35,97.93703809300496,3.4600088838487864e-07,97.93703843900585,0.5,1.0
250,3,6,3,0.09775510799954645,1.8998980522155762e-07,0.09775529798935167,1.0,1.0
250,3,49,109,1.2379975079966243,3.949971869587898e-07,1.2379979029938113,1.0,0.5
250,3,53,105,1.2286421930039069,4.0599843487143517e-07,1.2286425990023417,1.0,0.25
250,4,22,22,1.0441945979982847,4.120083758607507e-07,1.0441950100066606,0.25,1.0
250,4,3,3,0.15269053800147958,3.7500285543501377e-07,0.15269091300433502,0.5,1.0
250,4,23,32,0.41737388000183273,2.710003172978759e-07,0.41737415100215003,1.0,1.0
250,4,27,104,0.7047754749946762,3.8300640881061554e-07,0.704775858001085,1.0,0.5
250,4,15,105,0.4849091679934645,2.890010364353657e-07,0.48490945699450094,1.0,0.25
250,5,33,106,0.8391297299967846,4.1400198824703693e-07,0.8391301439987728,0.25,1.0
250,5,68,85,1.1918004819890484,4.3200270738452673e-07,1.1918009139917558,0.5,1.0
250,5,53,110,1.3020778659993084,4.3300678953528404e-07,1.302078299006098,1.0,1.0
250,5,22,22,1.0470494189939927,2.629967639222741e-07,1.0470496819907567,1.0,0.5
250,5,31,26,61.72538517799694,5.329929990693927e-07,61.72538571098994,1.0,0.25
300,1,36,109,1.267732733002049,3.220047801733017e-07,1.267733055006829,0.25,1.0
300,1,57,106,1.787043251999421,4.350004019215703e-07,1.787043686999823,0.5,1.0
300,1,62,62,9.542118287994526,3.7699646782130003e-07,9.542118664990994,1.0,1.0
300,1,31,107,1.0152616780105745,3.0700175557285547e-07,1.0152619850123301,1.0,0.5
300,1,66,110,1.8594307730090804,4.2299507185816765e-07,1.8594311960041523,1.0,0.25
300,2,70,112,1.932794581996859,2.8000795282423496e-07,1.9327948620048119,0.25,1.0
300,2,54,109,1.5680957540025702,3.0700175557285547e-07,1.5680960610043257,0.5,1.0
300,2,13,104,0.536509154990199,2.770102582871914e-07,0.5365094320004573,1.0,1.0
300,2,45,45,4.819712853990495,4.699977580457926e-07,4.819713323988253,1.0,0.5
300,2,36,105,1.1014977330050897,3.890017978847027e-07,1.1014981220068876,1.0,0.25
300,3,69,57,338.62458414900175,4.1100429370999336e-07,338.62458456000604,0.25,1.0
300,3,2,102,0.20426197900087573,2.4400651454925537e-07,0.20426222300739028,0.5,1.0
300,3,26,105,0.7926834370009601,2.4400651454925537e-07,0.7926836810074747,1.0,1.0
300,3,54,108,1.472725879997597,3.6900746636092663e-07,1.4727262490050634,1.0,0.5
300,3,5,102,0.2848356160102412,2.759916242212057e-07,0.28483589200186543,1.0,0.25
300,4,8,12,0.11024376000568736,1.5899422578513622e-07,0.11024391899991315,0.25,1.0
300,4,35,24,4.8369898939999985,2.7799978852272034e-07,4.836990171999787,0.5,1.0
300,4,53,106,1.412253349000821,4.759931471198797e-07,1.412253824993968,1.0,1.0
300,4,7,7,0.29085334899718873,1.5700061339884996e-07,0.29085350599780213,1.0,0.5
300,4,28,106,0.8617117690009763,4.789908416569233e-07,0.861712247991818,1.0,0.25
300,5,58,111,1.558850400004303,2.890010364353657e-07,1.5588506890053395,0.25,1.0
300,5,34,107,1.0052098149899393,3.680033842101693e-07,1.0052101829933235,0.5,1.0
300,5,40,103,1.0648162249999586,2.9300281312316656e-07,1.0648165180027718,1.0,1.0
300,5,68,68,10.731744024000363,4.0899612940847874e-07,10.731744432996493,1.0,0.5
300,5,31,31,2.304175037003006,4.10989741794765e-07,2.3041754479927476,1.0,0.25
350,1,20,104,0.763822393011651,2.579909050837159e-07,0.7638226510025561,0.25,1.0
350,1,47,106,1.4789881689939648,3.9300357457250357e-07,1.4789885619975394,0.5,1.0
350,1,54,106,1.6316764439980034,2.910092007368803e-07,1.6316767350072041,1.0,1.0
350,1,59,108,1.8613514229946304,2.890010364353657e-07,1.8613517119956668,1.0,0.5
350,1,33,105,1.0855505630024709,2.710003172978759e-07,1.0855508340027882,1.0,0.25
350,2,31,108,1.0770359930029372,3.66999302059412e-07,1.0770363600022392,0.25,1.0
350,2,4,102,0.32966689800377935,2.809974830597639e-07,0.3296671790012624,0.5,1.0
350,2,32,32,3.1260308239870938,4.450121195986867e-07,3.1260312689992134,1.0,1.0
350,2,32,103,1.0448863210040145,3.850000211969018e-07,1.0448867060040357,1.0,0.5
350,2,40,108,1.3537225049949484,3.2299431040883064e-07,1.3537228279892588,1.0,0.25
350,3,41,108,1.4251758289901773,2.7001078706234694e-07,1.4251760990009643,0.25,1.0
350,3,61,54,335.0693958310003,3.0999945010989904e-07,335.06939614099974,0.5,1.0
350,3,53,53,8.382398665999062,3.080058377236128e-07,8.3823989740049,1.0,1.0
350,3,48,48,6.9090191750001395,4.259927663952112e-07,6.909019600992906,1.0,0.5
350,3,41,104,1.4088253899972187,2.8699287213385105e-07,1.4088256769900909,1.0,0.25
350,4,36,109,1.3536328749905806,2.890010364353657e-07,1.353633163991617,0.25,1.0
350,4,41,35,149.1330053970014,5.150068318471313e-07,149.13300591200823,0.5,1.0
350,4,22,104,0.8781825759942876,2.7001078706234694e-07,0.8781828460050747,1.0,1.0
350,4,25,24,58.94747332199768,4.3801264837384224e-07,58.947473760010325,1.0,0.5
350,4,23,23,1.97472001001006,3.8799771573394537e-07,1.9747203980077757,1.0,0.25
350,5,64,110,2.2228064599912614,5.300098564475775e-07,2.222806990001118,0.25,1.0
350,5,63,107,2.1044959830032894,4.309986252337694e-07,2.1044964140019147,0.5,1.0
350,5,40,37,160.2630583410064,4.079920472577214e-07,160.26305874899845,1.0,1.0
350,5,38,108,1.3441297009994742,2.7001078706234694e-07,1.3441299710102612,1.0,0.5
350,5,9,104,0.4878404710034374,1.540029188618064e-07,0.4878406250063563,1.0,0.25
400,1,50,106,1.7724141180078732,3.839959390461445e-07,1.7724145020038122,0.25,1.0
400,1,9,104,0.5259798250044696,3.4199911169707775e-07,0.5259801670035813,0.5,1.0
400,1,30,104,1.1416433210106334,3.66999302059412e-07,1.1416436880099354,1.0,1.0
400,1,60,51,411.34890136700415,2.899905666708946e-07,411.3489016569947,1.0,0.5
400,1,64,107,2.2307055540004512,4.4199987314641476e-07,2.2307059960003244,1.0,0.25
400,2,68,111,2.4177741660096217,3.839959390461445e-07,2.4177745500055607,0.25,1.0
400,2,57,47,350.78600112999266,7.310009095817804e-07,350.78600186099357,0.5,1.0
400,2,36,104,1.3728262560034636,3.649911377578974e-07,1.3728266209946014,1.0,1.0
400,2,25,25,2.5754597729974193,3.760069375857711e-07,2.575460149004357,1.0,0.5
400,2,42,108,1.601447179011302,2.759916242212057e-07,1.6014474550029263,1.0,0.25
400,3,44,111,1.6960287779947976,3.8200232665985823e-07,1.6960291599971242,0.25,1.0
400,3,15,15,23.937815634999424,3.7299469113349915e-07,23.937816007994115,0.5,1.0
400,3,56,56,11.204979948000982,5.890033207833767e-07,11.204980537004303,1.0,1.0
400,3,51,108,2.0127310950047104,4.4700573198497295e-07,2.0127315420104424,1.0,0.5
400,3,35,105,1.4441900300007546,4.350004019215703e-07,1.4441904650011566,1.0,0.25
400,4,3,3,0.5496026369946776,3.9600126910954714e-07,0.5496030329959467,0.25,1.0
400,4,46,108,1.8285580709925853,4.250032361596823e-07,1.8285584959958214,0.5,1.0
400,4,41,106,1.6587891730014235,2.9300281312316656e-07,1.6587894660042366,1.0,1.0
400,4,64,110,2.4175750279973727,3.299937816336751e-07,2.4175753579911543,1.0,0.5
400,4,44,106,1.7394250170036685,3.0700175557285547e-07,1.739425324005424,1.0,0.25
400,5,30,109,1.261053616006393,3.7399877328425646e-07,1.2610539900051663,0.25,1.0
400,5,54,43,304.0969830050017,3.3799733500927687e-07,304.096983342999,0.5,1.0
400,5,70,56,519.5320426370017,4.889880074188113e-07,519.5320431259897,1.0,1.0
400,5,51,51,9.241579312991234,2.7399801183491945e-07,9.241579586989246,1.0,0.5
400,5,52,104,1.9007747010036837,3.210006980225444e-07,1.9007750220043818,1.0,0.25
