u,v,weight
9,10,26
0,7,4
13,14,36
10,11,19
3,4,17
19,20,12
21,22,45
15,18,1
11,12,21
2,3,24
8,9,43
4,5,31
1,6,2
23,24,39
16,17,32
20,21,23
22,23,33
17,18,40
2,11,3
18,19,38
5,6,26
3,12,7
14,15,36
0,13,4
6,7,32
1,10,3
7,8,40
12,13,28
1,2,32
0,16,1
11,15,1
0,1,14
15,16,21
14,24,3
7,16,1
6,20,3
1,23,9
15,19,3
0,17,8
8,20,1
10,17,1
6,16,4
5,9,2
1,19,1
3,8,1
10,23,1
17,22,1
3,21,3
4,20,3
1,11,2
0,12,3
5,11,1
9,12,1
6,8,2
4,10,1
5,24,1
0,15,2
3,9,1
11,14,1
6,15,1
4,24,6
0,5,2
7,19,2
14,20,1
6,24,1
20,23,1
1,14,1
12,23,1
1,15,1
10,13,6
11,22,1
1,20,7
16,21,3
6,17,1
1,16,1
7,11,1
3,14,1
4,13,1
12,20,2
9,21,1
10,16,2
7,23,1
11,20,5
12,14,1
5,23,1
7,14,1
12,17,2
11,16,3
15,21,1
3,16,6
0,4,7
3,13,1
5,16,1
4,14,1
2,21,8
20,24,1
11,21,3
3,10,1
2,13,5
7,15,2
6,11,1
1,5,6
3,20,4
6,10,5
12,21,4
0,11,2
1,3,2
0,21,1
10,21,2
17,20,5
4,6,1
7,12,1
1,12,1
3,6,2
5,21,1
4,15,2
5,19,2
13,19,2
14,18,1
1,18,1
0,14,1
11,17,1
1,4,2
5,20,2
13,16,2
11,23,2
0,24,2
0,20,2
9,19,2
5,8,2
