u,v,weight
0,1,14
10,21,2
1,2,32
3,4,17
17,20,5
21,22,45
2,3,24
6,7,32
4,5,31
8,9,43
5,6,26
7,8,40
9,10,26
13,14,36
10,11,19
19,20,12
12,13,28
18,19,38
22,23,33
14,15,36
15,16,21
11,12,21
17,18,40
23,24,39
16,17,32
20,21,23
3,8,1
5,8,2
17,22,1
12,23,1
20,23,1
10,17,1
11,21,2
12,17,2
6,8,2
10,23,1
13,16,1
1,23,9
11,23,2
13,19,2
16,21,2
0,13,4
4,14,1
0,17,8
14,24,3
2,13,5
15,18,1
3,21,3
7,14,1
14,20,1
7,12,1
6,15,1
7,16,1
11,14,1
12,21,4
7,15,2
6,24,1
4,6,1
2,11,3
7,19,2
10,13,6
1,4,1
6,16,2
3,6,2
4,20,2
5,20,2
1,6,1
4,15,2
1,5,2
2,21,8
6,20,3
0,12,3
3,16,2
4,24,6
12,20,2
5,11,1
0,5,2
3,12,7
6,10,2
3,9,1
3,10,1
11,20,3
0,4,7
10,16,2
0,15,1
11,15,1
1,10,3
3,20,4
15,21,1
1,12,1
3,14,1
7,23,1
4,13,1
20,24,1
6,11,1
5,23,1
6,17,1
9,21,1
3,13,1
5,16,1
1,16,1
7,11,1
12,14,1
5,21,1
1,18,1
14,18,1
0,14,1
11,17,1
