pan,genome id,genome size,path_id,length
SEQ,0,25,0,25
SEQ,1,25,0,25
SEQ,2,25,0,25
SEQ,3,25,0,25
SEQ,4,25,0,25
SEQ,5,25,0,25
SEQ,6,25,0,25
SEQ,7,25,0,25
SEQ,8,25,0,25
SEQ,9,25,0,25
SEQ,10,25,0,25
SEQ,11,25,0,25
SEQ,12,25,0,25
SEQ,13,25,0,25
SEQ,14,25,0,25
SEQ,15,25,0,25
SEQ,16,25,0,25
SEQ,17,25,0,25
SEQ,18,25,0,25
SEQ,19,25,0,25
SEQ,20,25,0,25
SEQ,21,25,0,25
SEQ,22,25,0,25
SEQ,23,25,0,25
SEQ,24,25,0,25
SEQ,25,25,0,25
SEQ,26,25,0,25
SEQ,27,25,0,25
SEQ,28,25,0,25
SEQ,29,25,0,25
SEQ,30,25,0,25
SEQ,31,25,0,25
SEQ,32,25,0,25
