pan,genome id,genome size,path_id,length
MST,1,25,0,25
MST,2,25,0,22
MST,2,25,1,3
MST,3,25,0,25
MST,4,25,0,25
MST,5,25,0,25
MST,6,25,0,25
MST,7,25,0,25
MST,8,25,0,25
MST,9,25,0,25
MST,10,25,0,25
MST,11,25,0,25
MST,12,25,0,25
MST,13,25,0,25
MST,14,25,0,25
MST,15,25,0,25
MST,16,25,0,25
MST,17,25,0,25
MST,18,25,0,25
MST,19,25,0,25
MST,20,25,0,25
MST,21,25,0,25
MST,22,25,0,25
MST,23,25,0,25
MST,24,25,0,25
MST,25,25,0,25
MST,26,25,0,25
MST,27,25,0,25
MST,28,25,0,25
MST,29,25,0,25
MST,30,25,0,25
MST,31,25,0,25
MST,32,25,0,25
MST,33,25,0,25
