u,v,weight
262,263,68
111,112,65
221,222,35
203,204,67
162,163,64
295,296,68
144,145,67
254,255,68
103,104,68
236,237,54
195,196,68
85,86,68
177,178,52
136,137,68
347,348,65
269,270,65
118,119,68
228,229,68
439,440,68
77,78,66
210,211,68
169,170,68
380,381,68
151,152,66
472,473,62
110,111,68
321,322,67
243,244,66
202,203,68
413,414,68
51,52,58
143,144,66
354,355,66
487,488,68
235,236,53
387,388,68
479,480,68
328,329,68
461,462,68
420,421,63
25,26,68
361,362,68
453,454,65
302,303,68
435,436,68
394,395,66
17,18,68
486,487,67
335,336,62
427,428,68
84,85,67
217,218,67
326,372,1
117,118,68
250,251,67
209,210,66
58,59,32
301,302,67
150,151,65
12,446,3
393,394,66
242,243,62
91,92,68
334,335,59
224,225,66
183,184,34
32,33,68
165,166,68
275,276,68
124,125,66
367,368,68
216,217,66
65,66,68
276,277,67
198,199,66
308,309,68
157,158,68
368,369,68
6,7,68
139,140,68
249,250,67
460,461,67
98,99,68
309,310,68
341,342,64
190,191,66
401,402,65
39,40,68
172,173,68
282,283,68
493,494,68
131,132,68
342,343,67
223,224,67
434,435,67
72,73,63
283,284,61
315,316,68
164,165,67
375,376,68
256,257,66
467,468,68
316,317,68
197,198,68
408,409,68
257,258,67
289,290,68
349,350,68
441,442,33
382,383,67
231,232,66
474,475,68
323,324,68
415,416,68
38,39,61
264,265,60
356,357,68
448,449,68
71,72,68
481,482,50
104,105,67
45,46,53
482,483,64
46,47,68
78,79,68
138,139,68
19,20,68
230,231,68
456,457,67
79,80,66
322,323,68
171,172,66
20,21,68
414,415,68
263,264,62
112,113,65
355,356,67
204,205,68
53,54,68
447,448,68
296,297,68
145,146,65
388,389,67
26,27,68
237,238,66
86,87,61
480,481,68
297,298,68
329,330,65
178,179,67
389,390,68
27,28,66
421,422,67
238,239,68
11,447,2
270,271,68
119,120,68
330,331,66
362,363,68
211,212,67
422,423,61
60,61,67
454,455,68
271,272,68
303,304,67
152,153,36
363,364,68
1,2,65
395,396,67
212,213,68
244,245,67
455,456,67
93,94,68
304,305,67
13,498,1
336,337,68
185,186,68
396,397,67
428,429,68
245,246,68
277,278,68
488,489,64
126,127,67
325,373,1
337,338,67
369,370,67
186,187,65
218,219,68
429,430,68
278,279,68
310,311,68
370,371,66
402,403,67
219,220,68
462,463,60
311,312,68
403,404,68
252,253,67
495,496,62
344,345,68
193,194,68
436,437,68
59,60,60
285,286,64
377,378,65
0,1,59
469,470,68
92,93,66
184,185,68
33,34,68
470,471,68
125,126,67
34,35,65
66,67,67
158,159,67
7,8,33
132,133,35
376,377,67
324,325,67
325,326,66
8,237,3
450,451,65
246,247,67
371,372,45
372,373,66
10,11,23
497,498,67
260,261,67
236,443,1
445,446,35
50,51,43
148,149,35
260,442,1
11,12,37
183,222,13
446,447,60
494,495,65
176,177,35
191,192,66
290,291,67
9,259,1
12,13,67
13,14,60
105,106,61
52,53,67
496,497,66
410,411,42
184,221,32
11,237,7
149,301,3
133,150,5
12,236,8
134,300,3
177,423,1
150,372,1
149,373,1
12,422,1
11,178,2
73,412,1
12,177,9
74,411,1
1,354,1
108,412,4
103,313,1
11,109,4
0,355,1
134,411,5
102,314,1
12,133,9
87,265,4
1,10,1
88,264,4
0,11,1
420,447,1
52,149,3
51,150,7
11,134,9
421,446,5
133,178,7
482,487,1
0,50,1
483,486,1
1,49,1
106,134,2
1,51,2
107,133,2
0,52,2
52,264,1
51,265,1
144,447,1
11,145,1
314,335,1
313,336,1
73,222,1
50,183,6
49,74,1
9,442,1
8,443,1
49,222,3
226,236,1
225,237,1
178,284,4
177,285,4
335,464,1
336,463,1
8,11,11
57,125,1
58,124,1
149,314,4
102,447,4
103,420,4
52,313,4
181,237,1
11,182,1
154,453,3
399,442,1
153,454,1
398,443,3
9,236,2
178,411,1
103,473,1
149,474,2
102,412,1
12,411,1
412,473,1
8,32,1
1,153,1
9,31,1
0,154,1
1,265,3
405,443,3
406,442,3
0,266,2
57,59,4
56,443,4
222,442,4
60,183,5
56,249,2
91,400,2
57,248,2
90,401,2
59,222,3
178,236,2
177,237,2
11,412,1
0,60,1
59,266,1
134,335,4
11,336,4
90,222,8
91,183,8
365,483,3
355,442,1
366,482,3
354,443,1
49,91,2
60,90,2
153,399,2
442,454,2
218,496,1
217,497,1
