u,v,weight
399,400,12
1230,1231,12
381,382,12
702,703,12
432,433,12
1263,1264,12
465,466,12
1296,1297,12
768,769,12
750,751,12
498,499,12
1329,1330,12
801,802,12
1330,1331,12
255,256,12
1363,1364,12
288,289,12
835,836,12
867,868,12
18,19,12
1396,1397,11
868,869,12
900,901,12
598,599,12
1203,1204,12
1429,1430,12
901,902,12
1236,1237,12
103,104,12
934,935,12
85,86,12
1269,1270,12
136,137,12
967,968,11
118,119,12
439,440,12
1270,1271,12
1302,1303,12
169,170,12
1000,1001,12
151,152,12
472,473,12
1303,1304,12
202,203,12
1033,1034,12
505,506,12
1336,1337,12
487,488,12
235,236,12
1066,1067,12
1369,1370,12
520,521,12
1067,1068,12
1099,1100,12
571,572,12
1370,1371,11
1402,1403,12
1100,1101,12
25,26,12
572,573,12
604,605,12
1403,1404,12
1435,1436,10
302,303,12
1133,1134,11
605,606,12
1436,1437,12
1468,1469,12
335,336,12
940,941,12
1166,1167,12
638,639,12
1469,1470,12
973,974,12
1006,1007,12
704,705,12
176,177,12
1007,1008,12
737,738,12
209,210,12
1040,1041,12
1266,1267,12
191,192,12
770,771,12
242,243,12
1073,1074,12
224,225,12
771,772,12
275,276,12
1106,1107,12
276,277,12
308,309,12
1107,1108,12
1139,1140,11
6,7,12
309,310,12
341,342,12
1140,1141,11
1172,1173,12
39,40,12
870,871,12
342,343,12
1173,1174,12
1205,1206,12
72,73,12
677,678,12
903,904,12
375,376,12
1206,1207,12
1238,1239,12
710,711,12
408,409,12
1239,1240,12
1271,1272,12
743,744,12
441,442,12
1272,1273,12
1304,1305,12
474,475,12
1305,1306,12
1003,1004,12
507,508,12
1338,1339,12
810,811,12
508,509,12
12,13,12
1371,1372,12
843,844,12
541,542,12
573,574,12
13,14,12
45,46,12
1404,1405,12
844,845,12
876,877,12
574,575,12
46,47,12
1405,1406,12
78,79,12
877,878,12
909,910,12
607,608,12
79,80,12
1438,1439,12
910,911,12
942,943,12
414,415,12
640,641,12
1245,1246,12
112,113,12
1471,1472,12
943,944,12
975,976,12
447,448,12
673,674,12
1278,1279,12
145,146,12
976,977,12
1008,1009,12
480,481,12
178,179,12
1009,1010,12
1042,1043,12
514,515,12
740,741,12
1345,1346,12
244,245,12
1075,1076,12
547,548,12
1378,1379,12
245,246,12
277,278,12
1108,1109,12
580,581,12
1411,1412,12
278,279,12
310,311,12
1141,1142,12
581,582,12
613,614,12
1444,1445,12
311,312,12
1142,1143,12
614,615,12
646,647,12
1477,1478,12
344,345,12
1175,1176,12
647,648,12
679,680,12
377,378,12
982,983,12
1208,1209,12
680,681,12
712,713,12
184,185,12
410,411,12
1241,1242,12
713,714,12
746,747,12
444,445,12
779,780,12
251,252,12
1082,1083,12
284,285,12
1115,1116,12
14,15,12
845,846,12
317,318,12
1148,1149,12
15,16,12
47,48,12
846,847,12
878,879,12
318,319,12
1181,1182,12
48,49,12
80,81,12
879,880,12
383,384,12
1214,1215,11
81,82,12
912,913,12
384,385,12
416,417,12
114,115,12
945,946,12
417,418,12
449,450,12
1248,1249,12
996,997,12
147,148,12
978,979,12
1299,1300,12
450,451,12
1281,1282,12
1332,1333,12
483,484,12
1314,1315,12
181,182,12
1365,1366,12
516,517,12
1347,1348,12
214,215,12
819,820,12
1398,1399,12
549,550,12
21,22,12
1380,1381,12
852,853,12
582,583,12
54,55,12
1413,1414,12
885,886,12
615,616,12
918,919,12
1465,1466,12
616,617,12
648,649,12
88,89,12
1195,1196,12
120,121,12
1498,1499,12
649,650,12
121,122,12
153,154,12
700,701,12
682,683,12
154,155,12
985,986,11
733,734,12
715,716,12
1036,1037,12
1018,1019,12
1069,1070,12
220,221,12
1051,1052,12
1102,1103,12
253,254,12
1084,1085,12
556,557,12
1387,1388,12
286,287,12
1117,1118,12
589,590,12
287,288,12
319,320,12
622,623,12
320,321,12
1202,1203,12
385,386,12
932,933,12
1235,1236,12
386,387,12
689,690,12
1268,1269,12
419,420,12
722,723,12
1301,1302,12
452,453,12
773,774,12
1283,1284,12
755,756,12
1334,1335,11
806,807,12
788,789,12
1367,1368,12
839,840,12
821,822,12
1400,1401,12
1124,1125,12
854,855,12
1401,1402,12
326,327,12
24,25,12
56,57,12
1434,1435,10
359,360,12
906,907,12
57,58,12
89,90,12
636,637,12
1467,1468,12
939,940,12
90,91,12
669,670,12
141,142,12
972,973,12
123,124,12
426,427,12
174,175,12
1005,1006,12
156,157,12
459,460,12
1038,1039,11
189,190,12
510,511,12
1020,1021,12
1341,1342,12
492,493,12
1071,1072,12
222,223,12
543,544,12
1374,1375,12
525,526,12
1104,1105,12
576,577,12
1407,1408,12
558,559,12
1105,1106,12
1137,1138,11
1440,1441,12
1138,1139,11
63,64,12
1441,1442,12
1473,1474,12
1171,1172,12
643,644,12
1474,1475,12
373,374,12
1204,1205,12
676,677,12
406,407,12
130,131,12
1237,1238,12
709,710,12
163,164,12
742,743,12
724,725,12
196,197,12
775,776,12
247,248,12
757,758,12
1078,1079,12
229,230,12
808,809,12
280,281,12
1111,1112,12
1337,1338,12
841,842,12
1144,1145,12
295,296,12
842,843,12
874,875,12
1177,1178,12
875,876,12
347,348,12
1178,1179,12
1210,1211,12
77,78,12
908,909,12
380,381,12
1211,1212,12
1243,1244,12
110,111,12
941,942,12
1244,1245,12
1276,1277,10
974,975,12
446,447,12
1277,1278,12
479,480,12
1310,1311,12
461,462,12
512,513,12
1343,1344,12
494,495,12
1041,1042,12
545,546,12
1344,1345,12
1376,1377,12
848,849,12
1074,1075,12
546,547,12
1377,1378,12
1409,1410,12
881,882,10
611,612,12
1410,1411,11
1442,1443,12
914,915,12
612,613,12
84,85,12
1443,1444,12
1475,1476,12
915,916,12
947,948,12
645,646,12
117,118,12
1476,1477,12
948,949,12
980,981,12
678,679,12
150,151,12
981,982,12
1013,1014,12
711,712,12
1316,1317,12
183,184,12
1014,1015,12
165,166,12
1349,1350,12
216,217,12
1047,1048,12
249,250,12
1080,1081,12
282,283,12
1081,1082,12
1113,1114,12
811,812,12
1416,1417,12
283,284,12
315,316,12
1114,1115,12
1146,1147,12
618,619,12
1449,1450,12
316,317,12
1147,1148,12
1179,1180,12
1482,1483,12
349,350,12
1180,1181,12
1212,1213,12
652,653,12
684,685,12
1483,1484,12
382,383,12
1213,1214,12
685,686,12
717,718,12
415,416,12
1246,1247,12
718,719,12
448,449,12
1053,1054,12
1279,1280,12
751,752,12
481,482,12
1312,1313,12
784,785,12
482,483,12
785,786,12
817,818,12
515,516,12
818,819,12
850,851,12
322,323,12
548,549,12
1153,1154,12
20,21,12
1379,1380,12
52,53,12
851,852,12
883,884,12
355,356,12
1186,1187,12
53,54,12
884,885,12
916,917,12
388,389,12
1219,1220,12
86,87,12
917,918,12
949,950,11
389,390,12
421,422,12
1220,1221,12
1252,1253,12
119,120,12
950,951,11
422,423,12
454,455,12
1253,1254,12
152,153,12
983,984,12
455,456,12
1286,1287,12
185,186,12
1016,1017,12
488,489,12
1319,1320,12
186,187,12
218,219,12
1049,1050,12
521,522,12
1352,1353,12
219,220,12
522,523,12
1385,1386,12
252,253,12
555,556,12
587,588,12
59,60,12
1418,1419,11
285,286,12
890,891,12
1116,1117,11
588,589,12
92,93,12
1451,1452,12
923,924,12
621,622,12
653,654,12
125,126,12
1484,1485,12
956,957,12
654,655,12
686,687,12
158,159,12
989,990,12
687,688,12
719,720,12
159,160,12
990,991,12
720,721,12
192,193,12
1023,1024,12
753,754,12
225,226,12
1056,1057,12
786,787,12
226,227,12
258,259,12
1089,1090,12
259,260,12
291,292,12
1122,1123,12
820,821,12
292,293,12
324,325,12
1155,1156,12
627,628,12
853,854,12
1458,1459,12
325,326,12
357,358,12
1188,1189,12
55,56,12
660,661,12
886,887,12
358,359,12
390,391,12
693,694,12
1240,1241,12
391,392,12
423,424,12
1222,1223,8
970,971,12
1273,1274,12
424,425,12
1255,1256,12
727,728,12
1306,1307,11
457,458,12
1288,1289,12
760,761,12
1339,1340,12
490,491,12
1321,1322,12
793,794,12
1372,1373,12
523,524,12
1354,1355,10
826,827,12
28,29,12
859,860,12
557,558,12
29,30,12
61,62,12
892,893,12
590,591,12
62,63,12
94,95,12
1472,1473,12
397,398,12
623,624,12
95,96,12
127,128,12
430,431,12
977,978,12
128,129,12
160,161,12
959,960,12
707,708,12
1010,1011,12
161,162,12
992,993,12
464,465,12
1043,1044,12
194,195,12
1025,1026,12
497,498,12
1076,1077,11
1058,1059,12
530,531,12
1361,1362,12
1109,1110,12
260,261,12
1091,1092,12
1412,1413,12
563,564,12
1394,1395,12
261,262,12
293,294,12
1445,1446,12
596,597,12
294,295,12
1478,1479,12
1176,1177,12
327,328,12
1209,1210,12
134,135,12
360,361,12
681,682,12
663,664,12
411,412,12
1242,1243,12
714,715,12
696,697,12
1275,1276,8
747,748,12
729,730,12
201,202,12
1308,1309,12
780,781,12
762,763,12
234,235,12
1065,1066,12
813,814,12
795,796,12
267,268,12
1098,1099,12
828,829,12
1149,1150,12
1375,1376,12
300,301,12
30,31,12
1182,1183,12
1408,1409,12
333,334,12
880,881,12
31,32,12
1215,1216,12
913,914,12
64,65,12
946,947,12
97,98,12
418,419,12
1249,1250,12
400,401,12
148,149,12
979,980,11
451,452,12
1282,1283,12
433,434,12
1012,1013,12
484,485,12
1315,1316,12
466,467,12
1045,1046,12
517,518,12
1348,1349,12
499,500,12
550,551,12
1381,1382,12
532,533,12
4,5,12
1382,1383,11
1414,1415,12
565,566,12
1112,1113,12
37,38,12
1415,1416,12
1447,1448,12
919,920,12
1145,1146,12
617,618,12
1448,1449,12
1480,1481,12
952,953,12
1481,1482,12
683,684,12
155,156,12
986,987,12
137,138,12
716,717,12
188,189,12
1019,1020,12
170,171,12
749,750,12
221,222,12
1052,1053,12
203,204,12
254,255,12
1085,1086,12
815,816,12
1086,1087,12
1118,1119,12
269,270,12
816,817,12
1119,1120,12
1151,1152,12
849,850,12
321,322,12
1152,1153,12
1184,1185,12
51,52,12
656,657,12
882,883,10
1487,1488,12
354,355,12
1185,1186,12
1217,1218,11
387,388,12
1218,1219,12
1250,1251,12
420,421,12
1251,1252,12
723,724,12
453,454,12
1284,1285,12
756,757,12
486,487,12
1317,1318,12
789,790,12
519,520,12
1318,1319,12
1350,1351,12
822,823,12
552,553,12
1351,1352,11
1383,1384,11
823,824,12
855,856,12
1384,1385,12
856,857,12
888,889,12
586,587,12
58,59,12
1417,1418,12
889,890,12
921,922,12
393,394,12
619,620,12
1224,1225,12
1450,1451,12
922,923,12
954,955,12
1257,1258,12
124,125,12
955,956,12
987,988,12
1290,1291,12
157,158,12
988,989,12
460,461,12
1291,1292,12
1323,1324,12
190,191,12
1021,1022,12
172,173,12
493,494,12
1324,1325,12
223,224,12
1054,1055,12
526,527,12
1357,1358,12
256,257,12
1055,1056,12
1087,1088,12
559,560,12
1390,1391,12
257,258,12
289,290,12
1088,1089,12
1120,1121,12
560,561,12
592,593,12
1423,1424,12
290,291,12
1121,1122,12
593,594,12
1456,1457,12
323,324,12
1154,1155,12
626,627,12
1457,1458,12
1489,1490,12
356,357,12
961,962,12
1187,1188,12
659,660,12
1490,1491,12
994,995,12
692,693,12
1027,1028,12
725,726,12
758,759,12
230,231,12
1061,1062,12
759,760,12
791,792,12
1094,1095,12
792,793,12
824,825,12
296,297,12
1127,1128,12
26,27,12
825,826,12
857,858,12
297,298,12
329,330,12
1160,1161,12
27,28,12
858,859,12
330,331,12
362,363,12
1161,1162,12
1193,1194,12
60,61,12
891,892,12
363,364,12
395,396,12
1194,1195,12
1226,1227,12
93,94,12
924,925,12
396,397,12
428,429,12
1227,1228,12
1259,1260,12
126,127,12
731,732,12
957,958,11
429,430,12
1260,1261,10
764,765,12
1311,1312,12
462,463,12
1293,1294,12
495,496,12
1326,1327,12
193,194,12
798,799,12
496,497,12
528,529,12
1359,1360,12
831,832,12
529,530,12
561,562,12
33,34,12
1392,1393,12
864,865,12
562,563,12
34,35,12
66,67,12
1425,1426,12
897,898,12
67,68,12
99,100,12
898,899,12
930,931,11
100,101,12
132,133,12
931,932,12
963,964,12
661,662,12
133,134,12
1492,1493,10
964,965,12
468,469,12
694,695,12
1015,1016,12
997,998,12
1048,1049,12
199,200,12
1030,1031,12
232,233,12
1063,1064,12
535,536,12
1366,1367,12
233,234,12
265,266,12
1096,1097,12
568,569,12
1399,1400,12
266,267,12
298,299,12
1129,1130,12
601,602,12
1432,1433,12
299,300,12
331,332,12
1162,1163,12
602,603,12
634,635,12
332,333,12
364,365,12
635,636,12
667,668,12
365,366,12
1196,1197,12
668,669,12
1247,1248,12
398,399,12
1229,1230,12
701,702,12
1280,1281,12
205,206,12
431,432,12
752,753,12
1262,1263,12
734,735,12
1313,1314,10
767,768,12
1346,1347,12
272,273,12
1103,1104,12
2,3,12
833,834,12
305,306,12
1136,1137,12
3,4,12
35,36,12
866,867,12
338,339,12
1169,1170,12
36,37,12
68,69,12
899,900,12
1446,1447,12
371,372,12
69,70,12
101,102,12
372,373,12
1479,1480,12
404,405,12
951,952,12
102,103,12
933,934,12
405,406,12
984,985,10
135,136,12
966,967,11
438,439,12
1017,1018,12
168,169,12
489,490,12
999,1000,12
1320,1321,12
471,472,12
1050,1051,11
1353,1354,12
504,505,12
1335,1336,12
1083,1084,12
1386,1387,12
537,538,12
9,10,12
1368,1369,12
840,841,12
1419,1420,10
570,571,12
42,43,12
268,269,12
873,874,12
1420,1421,12
1452,1453,12
603,604,12
1150,1151,12
75,76,12
1453,1454,12
1485,1486,12
1183,1184,12
655,656,12
1486,1487,12
637,638,12
109,110,12
1216,1217,10
688,689,12
142,143,12
721,722,12
703,704,12
175,176,12
754,755,12
736,737,12
1057,1058,12
208,209,12
1039,1040,11
787,788,12
1090,1091,12
241,242,12
1072,1073,12
1123,1124,12
274,275,12
1156,1157,12
5,6,12
610,611,12
1157,1158,12
1189,1190,12
340,341,12
887,888,12
1190,1191,12
920,921,12
392,393,12
1223,1224,12
953,954,12
1256,1257,12
1289,1290,12
1322,1323,12
1355,1356,11
1356,1357,12
1388,1389,12
860,861,12
1389,1390,12
1421,1422,12
893,894,12
1422,1423,12
1454,1455,12
894,895,12
926,927,12
1455,1456,12
927,928,12
1488,1489,12
960,961,12
1295,1296,12
993,994,12
1328,1329,12
1026,1027,12
1059,1060,12
1362,1363,12
1060,1061,12
1092,1093,12
1395,1396,12
1093,1094,11
1125,1126,12
1428,1429,12
1126,1127,12
1158,1159,9
1461,1462,12
1159,1160,12
1191,1192,12
1462,1463,12
1494,1495,12
1192,1193,12
1495,1496,12
1225,1226,12
1032,1033,12
1258,1259,12
1292,1293,12
1325,1326,12
1132,1133,12
1358,1359,12
862,863,12
1165,1166,12
863,864,12
895,896,12
1198,1199,12
896,897,12
928,929,12
1199,1200,12
1231,1232,12
929,930,10
1232,1233,12
1264,1265,12
962,963,12
1265,1266,12
1297,1298,12
995,996,12
1298,1299,12
1028,1029,12
1331,1332,12
1029,1030,12
1364,1365,12
1062,1063,12
1397,1398,10
869,870,12
1095,1096,12
1430,1431,12
902,903,12
1431,1432,12
1463,1464,12
935,936,12
1464,1465,12
1496,1497,12
936,937,9
968,969,12
1497,1498,12
969,970,12
1001,1002,12
1002,1003,12
1034,1035,12
1035,1036,12
1068,1069,11
1101,1102,12
1134,1135,11
1437,1438,12
1135,1136,12
1167,1168,12
1470,1471,12
1168,1169,12
1200,1201,12
1201,1202,12
1233,1234,12
1234,1235,12
1285,1286,12
1267,1268,12
1300,1301,12
1333,1334,8
10,11,7
0,1,3
11,1223,4
1,2,12
7,8,12
107,108,11
140,141,11
412,413,11
16,17,7
167,168,10
211,212,11
212,213,11
350,351,7
351,352,7
87,88,11
435,806,1
187,188,10
352,353,10
353,354,10
23,24,11
262,263,11
413,414,11
143,144,7
584,1436,2
17,18,7
198,199,10
19,20,10
22,23,11
227,228,5
70,71,11
236,237,10
91,92,11
139,140,11
263,264,11
166,167,7
108,109,11
307,308,11
374,375,12
122,123,12
425,426,12
407,408,12
458,459,12
440,441,12
491,492,12
473,474,12
794,795,12
776,777,12
524,525,12
506,507,12
827,828,12
809,810,12
11,12,7
44,45,12
591,592,12
624,625,12
96,97,12
129,130,12
111,112,12
162,163,12
144,145,10
195,196,12
177,178,12
228,229,11
210,211,12
513,514,12
243,244,11
564,565,12
790,791,12
597,598,12
328,329,12
631,632,12
361,362,12
664,665,12
394,395,12
697,698,12
427,428,12
730,731,12
763,764,12
217,218,12
796,797,12
250,251,12
797,798,12
829,830,12
301,302,12
527,528,12
830,831,12
334,335,12
32,33,12
367,368,12
65,66,12
368,369,12
98,99,12
401,402,12
131,132,12
164,165,12
769,770,12
467,468,12
197,198,12
500,501,12
501,502,12
231,232,12
534,535,12
566,567,12
38,39,12
264,265,12
567,568,12
599,600,12
71,72,11
600,601,12
632,633,12
104,105,12
633,634,12
665,666,12
105,106,12
666,667,12
138,139,10
171,172,12
732,733,12
204,205,12
765,766,12
237,238,12
766,767,12
238,239,12
270,271,12
271,272,12
303,304,12
606,607,12
832,833,12
304,305,12
336,337,12
639,640,12
337,338,12
369,370,12
672,673,12
370,371,12
402,403,12
705,706,12
403,404,12
706,707,12
738,739,12
739,740,12
469,470,12
772,773,12
470,471,12
502,503,12
503,504,12
628,629,11
477,478,11
812,813,11
583,584,10
675,676,11
800,801,11
629,630,10
478,479,11
437,438,11
670,671,8
584,585,10
802,803,7
735,736,10
650,651,11
783,784,11
834,835,11
657,658,7
690,691,11
782,783,11
539,540,7
531,532,11
538,539,7
630,631,11
435,436,6
578,579,10
579,580,10
671,672,9
553,554,11
803,804,7
744,745,11
804,805,10
836,837,11
354,1261,2
745,746,11
837,838,11
778,779,7
585,586,11
651,652,11
533,534,10
625,626,11
777,778,7
658,659,8
691,692,11
540,541,11
456,457,10
699,700,11
799,800,11
698,699,11
1,1435,2
554,555,11
436,437,10
620,621,11
594,595,7
805,806,11
595,596,7
595,672,2
12,803,2
0,145,1
17,951,1
18,351,3
539,659,1
658,804,2
1,671,1
540,1222,3
0,436,3
352,778,2
12,539,2
435,779,3
17,596,1
1,595,1
434,435,2
0,580,2
595,779,1
630,746,1
938,1222,1
139,804,1
479,595,1
435,540,1
12,144,1
659,803,1
801,1140,1
778,784,1
585,985,1
539,692,1
882,1494,1
659,1355,1
108,1277,1
882,1262,1
540,937,1
18,1383,1
24,1039,1
167,1277,1
0,804,1
1134,1218,1
478,672,1
800,1141,1
652,745,1
353,1135,1
691,1356,1
229,1307,1
23,1040,1
352,837,1
17,1384,1
579,986,1
213,435,1
140,658,1
167,596,1
630,1077,1
72,1493,1
144,1308,1
779,1276,1
263,838,1
700,778,1
264,351,1
883,1217,1
555,671,1
18,1397,1
631,651,1
629,1078,1
352,699,1
554,596,1
414,1138,1
0,168,1
783,968,1
436,805,1
413,1139,1
967,1335,1
109,212,1
1,950,1
17,1398,1
71,1494,1
579,585,1
11,436,1
353,883,1
437,931,1
438,930,1
1,803,1
