pan,genome id,genome size,path_id,length
MST,1,1421,0,662
MST,1,1421,1,3
MST,1,1421,2,2
MST,1,1421,3,5
MST,1,1421,4,5
MST,1,1421,5,2
MST,1,1421,6,2
MST,1,1421,7,2
MST,1,1421,8,2
MST,1,1421,9,2
MST,1,1421,10,2
MST,1,1421,11,3
MST,1,1421,12,21
MST,1,1421,13,6
MST,1,1421,14,16
MST,1,1421,15,20
MST,1,1421,16,5
MST,1,1421,17,16
MST,1,1421,18,4
MST,1,1421,19,7
MST,1,1421,20,3
MST,1,1421,21,5
MST,1,1421,22,13
MST,1,1421,23,21
MST,1,1421,24,14
MST,1,1421,25,12
MST,1,1421,26,11
MST,1,1421,27,11
MST,1,1421,28,3
MST,1,1421,29,18
MST,1,1421,30,10
MST,1,1421,31,11
MST,1,1421,32,5
MST,1,1421,33,7
MST,1,1421,34,4
MST,1,1421,35,18
MST,1,1421,36,4
MST,1,1421,37,12
MST,1,1421,38,4
MST,1,1421,39,6
MST,1,1421,40,3
MST,1,1421,41,4
MST,1,1421,42,4
MST,1,1421,43,9
MST,1,1421,44,3
MST,1,1421,45,7
MST,1,1421,46,2
MST,1,1421,47,9
MST,1,1421,48,9
MST,1,1421,49,3
MST,1,1421,50,15
MST,1,1421,51,2
MST,1,1421,52,2
MST,1,1421,53,2
MST,1,1421,54,3
MST,1,1421,55,13
MST,1,1421,56,2
MST,1,1421,57,6
MST,1,1421,58,7
MST,1,1421,59,3
MST,1,1421,60,10
MST,1,1421,61,10
MST,1,1421,62,5
MST,1,1421,63,4
MST,1,1421,64,2
MST,1,1421,65,24
MST,1,1421,66,2
MST,1,1421,67,15
MST,1,1421,68,2
MST,1,1421,69,2
MST,1,1421,70,2
MST,1,1421,71,2
MST,1,1421,72,2
MST,1,1421,73,8
MST,1,1421,74,8
MST,1,1421,75,6
MST,1,1421,76,6
MST,1,1421,77,3
MST,1,1421,78,3
MST,1,1421,79,6
MST,1,1421,80,6
MST,1,1421,81,4
MST,1,1421,82,6
MST,1,1421,83,6
MST,1,1421,84,7
MST,1,1421,85,7
MST,1,1421,86,2
MST,1,1421,87,2
MST,1,1421,88,2
MST,1,1421,89,4
MST,1,1421,90,2
MST,1,1421,91,6
MST,1,1421,92,5
MST,1,1421,93,6
MST,1,1421,94,7
MST,1,1421,95,2
MST,1,1421,96,6
MST,1,1421,97,5
MST,1,1421,98,4
MST,1,1421,99,6
MST,1,1421,100,11
MST,1,1421,101,6
MST,1,1421,102,6
MST,1,1421,103,4
MST,1,1421,104,6
MST,1,1421,105,3
MST,1,1421,106,30
MST,1,1421,107,6
MST,1,1421,108,2
MST,1,1421,109,3
MST,1,1421,110,13
MST,1,1421,111,4
MST,1,1421,112,4
MST,1,1421,113,3
MST,1,1421,114,4
MST,1,1421,115,3
MST,1,1421,116,3
MST,1,1421,117,3
MST,1,1421,118,3
MST,2,1396,0,398
MST,2,1396,1,2
MST,2,1396,2,5
MST,2,1396,3,5
MST,2,1396,4,2
MST,2,1396,5,3
MST,2,1396,6,2
MST,2,1396,7,2
MST,2,1396,8,2
MST,2,1396,9,2
MST,2,1396,10,2
MST,2,1396,11,2
MST,2,1396,12,2
MST,2,1396,13,2
MST,2,1396,14,2
MST,2,1396,15,2
MST,2,1396,16,3
MST,2,1396,17,21
MST,2,1396,18,6
MST,2,1396,19,16
MST,2,1396,20,20
MST,2,1396,21,5
MST,2,1396,22,16
MST,2,1396,23,4
MST,2,1396,24,7
MST,2,1396,25,3
MST,2,1396,26,5
MST,2,1396,27,12
MST,2,1396,28,13
MST,2,1396,29,21
MST,2,1396,30,14
MST,2,1396,31,17
MST,2,1396,32,12
MST,2,1396,33,11
MST,2,1396,34,11
MST,2,1396,35,18
MST,2,1396,36,3
MST,2,1396,37,18
MST,2,1396,38,10
MST,2,1396,39,11
MST,2,1396,40,5
MST,2,1396,41,7
MST,2,1396,42,4
MST,2,1396,43,8
MST,2,1396,44,18
MST,2,1396,45,4
MST,2,1396,46,12
MST,2,1396,47,2
MST,2,1396,48,2
MST,2,1396,49,9
MST,2,1396,50,6
MST,2,1396,51,13
MST,2,1396,52,6
MST,2,1396,53,4
MST,2,1396,54,2
MST,2,1396,55,6
MST,2,1396,56,3
MST,2,1396,57,22
MST,2,1396,58,8
MST,2,1396,59,6
MST,2,1396,60,4
MST,2,1396,61,4
MST,2,1396,62,9
MST,2,1396,63,3
MST,2,1396,64,7
MST,2,1396,65,2
MST,2,1396,66,9
MST,2,1396,67,9
MST,2,1396,68,3
MST,2,1396,69,15
MST,2,1396,70,2
MST,2,1396,71,2
MST,2,1396,72,2
MST,2,1396,73,3
MST,2,1396,74,9
MST,2,1396,75,13
MST,2,1396,76,2
MST,2,1396,77,6
MST,2,1396,78,7
MST,2,1396,79,3
MST,2,1396,80,4
MST,2,1396,81,10
MST,2,1396,82,3
MST,2,1396,83,10
MST,2,1396,84,5
MST,2,1396,85,4
MST,2,1396,86,2
MST,2,1396,87,24
MST,2,1396,88,2
MST,2,1396,89,6
MST,2,1396,90,15
MST,2,1396,91,2
MST,2,1396,92,2
MST,2,1396,93,2
MST,2,1396,94,2
MST,2,1396,95,2
MST,2,1396,96,8
MST,2,1396,97,8
MST,2,1396,98,5
MST,2,1396,99,6
MST,2,1396,100,2
MST,2,1396,101,2
MST,2,1396,102,3
