pan,genome id,genome size,path_id,length
SEQ,0,994,0,126
SEQ,0,994,1,41
SEQ,0,994,2,60
SEQ,0,994,3,81
SEQ,0,994,4,113
SEQ,0,994,5,63
SEQ,0,994,6,92
SEQ,0,994,7,166
SEQ,0,994,8,142
SEQ,0,994,9,47
SEQ,0,994,10,63
SEQ,1,1000,0,41
SEQ,1,1000,1,123
SEQ,1,1000,2,207
SEQ,1,1000,3,167
SEQ,1,1000,4,127
SEQ,1,1000,5,143
SEQ,1,1000,6,47
SEQ,1,1000,7,145
SEQ,2,999,0,585
SEQ,2,999,1,144
SEQ,2,999,2,127
SEQ,2,999,3,143
SEQ,3,999,0,999
SEQ,4,1000,0,1000
SEQ,5,1000,0,1000
SEQ,6,1000,0,1000
SEQ,7,1000,0,1000
SEQ,8,1000,0,1000
SEQ,9,1000,0,1000
SEQ,10,1000,0,1000
SEQ,11,1000,0,1000
SEQ,12,1000,0,1000
SEQ,13,1000,0,1000
SEQ,14,1000,0,1000
SEQ,15,1000,0,1000
SEQ,16,1000,0,1000
SEQ,17,1000,0,1000
SEQ,18,1000,0,1000
SEQ,19,1000,0,1000
SEQ,20,1000,0,1000
SEQ,21,1000,0,1000
SEQ,22,1000,0,1000
SEQ,23,1000,0,1000
SEQ,24,1000,0,1000
SEQ,25,13,0,3
SEQ,25,13,1,2
SEQ,25,13,2,2
SEQ,25,13,3,2
SEQ,25,13,4,2
SEQ,25,13,5,2
